uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	HI	OE	new_oe	drlps_drivers	drpls_clients	dr_all_phase_sep
P04817	15.08	11.52	75.9	CAN1 YEL063C	NA	NA	NA	NA	NA	NA	NA
P04819	19.07	16.42	21.6	CDC9 YDL164C	NA	NA	NA	NA	NA	NA	NA
P04821	47.51	26.55	28.1	CDC25 CTN1 YLR310C L2142.6	NA	NA	NA	NA	NA	NA	NA
P04840	0	3.88	2529	POR1 OMP2 VDAC1 YNL055C N2441 YNL2441C	NA	NA	NA	NA	NA	1	1
P04911	21.96	20.45	116	HTA1 H2A1 SPT11 YDR225W YD9934.10	YDR225W	NA	1	NA	NA	NA	NA
P04912	21.96	20.45	737	HTA2 H2A2 YBL003C YBL0103	YBL003C	1	1	NA	NA	NA	NA
P05030	11.76	11.98	10216	PMA1 YGL008C	NA	NA	NA	NA	NA	NA	NA
P05066	7.43	1.94	8.13	PHR1 YOR386W	YOR386W	NA	1	NA	NA	NA	NA
P05085	33.18	19.31	3.99	ARG81 ARGR2 YML099C	NA	NA	NA	NA	NA	NA	NA
P05150	3.55	0.59	234	ARG3 YJL088W J0924	NA	NA	NA	NA	NA	NA	NA
P05316	16.9	0	1.39	FUR4 YBR021W YBR0303	YBR021W	NA	1	NA	NA	NA	NA
P05317	12.82	8.97	1322	RPP0 L10E RPA0 RPL10E RPLA0 YLR340W L8300.8	NA	NA	NA	NA	NA	NA	NA
P05318	42.45	27.35	1436	RPP1A L12EIIA RPA1 RPLA1 YDL081C	YDL081C	1	NA	NA	NA	NA	NA
P05319	38.67	34.9	3326	RPP2A L12EIB RPA2 RPL44 RPLA2 YOL039W	NA	NA	NA	NA	NA	NA	NA
P05373	3.5	1.16	193	HEM2 YGL040C	NA	NA	NA	NA	NA	NA	NA
P05374	13.69	0.8	79.9	CHO2 PEM1 YGR157W G6673	NA	NA	NA	NA	NA	NA	1
P05375	4.36	0	80.8	OPI3 PEM2 YJR073C J1824	NA	NA	NA	NA	NA	NA	NA
P05453	38.68	38.39	896	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	NA	NA	NA	NA	1	NA	1
P05626	18.44	2.86	361	ATP4 YPL078C LPF7C	NA	NA	NA	NA	NA	NA	NA
P05694	0.26	0.52	5328	MET6 YER091C	NA	NA	NA	NA	NA	NA	NA
P05737	1.63	9.42	4341	RPL7A RPL6A RPL8A YL8A YGL076C	NA	NA	NA	NA	NA	NA	NA
P05738	1.57	0	2332	RPL9A RPL8A RPL9 YGL147C	YGL147C	NA	1	NA	NA	NA	NA
P05739	6.81	9.09	1351	RPL6B RPL16B RPL17B YL16B YLR448W L9324.4	YLR448W	1	NA	1	NA	NA	NA
P05740	13.58	19.56	909	RPL17A RPL17 RPL20A YKL180W	YKL180W	1	NA	1	NA	NA	NA
P05743	10.23	8.66	712	RPL26A RPL26 RPL33A YLR344W L8300.4	NA	NA	NA	NA	NA	NA	NA
P05744	2.8	0.93	334	RPL33A RPL37A YPL143W LPI4W P2625	YPL143W	1	NA	1	NA	NA	NA
P05745	1	28	976	RPL36A RPL39A YMR194W YM9646.06	NA	NA	NA	NA	NA	NA	NA
P05747	8.47	100	939	RPL29 YL43 YFR032C-A YFR032BW	NA	NA	NA	NA	NA	NA	NA
P05748	0.98	30.39	1343	RPL15A RPL10A RPL13A YL10A YLR029C	NA	NA	NA	NA	NA	NA	NA
P05749	15.7	14.87	1530	RPL22A YLR061W L2168	YLR061W	1	NA	NA	NA	NA	NA
P05750	12.5	13.33	2327	RPS3 SUF14 YNL178W N1653	YNL178W	1	NA	1	NA	NA	NA
P05755	15.38	24.61	2167	RPS9B RPS13B SUP46 YBR189W YBR1317	YBR189W	1	NA	NA	NA	NA	NA
P05756	7.28	0.66	345	RPS13 RPS13C YDR064W D4252 YD9609.18	YDR064W	1	NA	1	NA	NA	NA
P05759	0	8.55	1949	RPS31 RPS37 UBI3 YLR167W L9470.14	YLR167W	1	NA	1	NA	NA	NA
P05986	18.34	16.83	23.1	TPK3 PKA3 YKL166C YKL630	YKL166C	NA	1	NA	NA	NA	1
P06100	0	0	24.8	CDC36 DNA19 NOT2 YDL165W	NA	NA	NA	NA	NA	1	1
P06101	19.36	20.35	186	CDC37 SMO1 YDR168W YD9489.03	NA	NA	NA	NA	NA	NA	NA
P06102	61.72	52.51	53.7	NOT3 YIL038C	NA	NA	NA	NA	NA	1	1
P06103	12.05	1.17	701	PRT1 CDC63 YOR361C	NA	NA	NA	NA	NA	NA	1
P06104	12.79	33.13	51.4	RAD6 UBC2 YGL058W	NA	NA	NA	NA	NA	NA	NA
P06105	13.58	21.6	681	SCP160 HX YJL080C J1017	NA	NA	NA	NA	NA	1	1
P06106	1.57	4.72	1213	MET17 MET15 MET25 YLR303W L8003.1	NA	NA	NA	NA	NA	NA	NA
P06115	11.92	6.76	34.4	CTT1 YGR088W	NA	NA	NA	NA	NA	NA	NA
P06168	10.88	6.07	7965	ILV5 YLR355C L9638.7	NA	NA	NA	NA	NA	NA	NA
P06169	3.19	1.24	11472	PDC1 YLR044C L2104	NA	NA	NA	NA	NA	NA	NA
P06174	1.81	4.72	16.5	HEM4 ORF1 YOR278W O5463	YOR278W	NA	1	NA	NA	NA	NA
P06182	29.36	44.6	46.2	CYC3 YAL039C	NA	NA	NA	NA	NA	NA	NA
P06197	8.63	3.18	77	PIS1 PIS YPR113W P8283.5	NA	NA	NA	NA	NA	NA	NA
P06208	8.72	3.87	307	LEU4 YNL104C N2173	NA	NA	NA	NA	NA	1	1
P06242	1.96	3.26	148	KIN28 YDL108W D2330	NA	NA	NA	NA	NA	NA	NA
P06243	26.62	8.67	25.6	CDC7 OAF2 YDL017W D2855	NA	NA	NA	NA	NA	NA	NA
P06244	18.13	21.66	47.8	TPK1 PKA1 SRA3 YJL164C J0541	YJL164C	NA	1	NA	NA	NA	1
P06245	14.73	7.36	26.6	TPK2 PKA2 YKR1 YPL203W	YPL203W	NA	1	NA	NA	NA	1
P06367	10.94	41.6	1024	RPS14A CRY1 RPL59 YCR031C YCR31C	NA	NA	NA	NA	NA	NA	NA
P06633	6.36	8.18	17.3	HIS3 YOR202W	NA	NA	NA	NA	NA	NA	NA
P06634	26.32	36.42	257	DED1 SPP81 YOR204W	NA	NA	NA	NA	NA	NA	1
P06700	34.51	14.76	29.4	SIR2 MAR1 YDL042C D2714	NA	NA	NA	NA	NA	NA	1
P06701	39.87	27.5	16.4	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	NA	NA	NA	NA	NA	NA	NA
P06704	10.55	7.45	6.2	CDC31 DSK1 YOR257W	YOR257W	NA	1	NA	NA	1	1
P06738	5.65	4.54	87.3	GPH1 YPR160W P9584.1	NA	NA	NA	NA	NA	NA	NA
P06773	0	0	12.6	DCD1 YHR144C	NA	NA	NA	NA	NA	NA	NA
P06774	74.71	89.43	4.16	HAP2 YGL237C	NA	NA	NA	NA	NA	NA	NA
P06775	13.76	9.12	85.5	HIP1 YGR191W G7572	YGR191W	NA	1	NA	NA	NA	NA
P06776	13.49	1.71	58.6	PDE2 SRA5 YOR360C	YOR360C	NA	1	NA	NA	NA	NA
P06777	31	17.09	22.8	RAD1 YPL022W	NA	NA	NA	NA	NA	NA	NA
P06778	58.59	64.33	13.8	RAD52 YML032C	YML032C	NA	1	NA	NA	NA	NA
P06779	20.35	25.48	6.84	RAD7 YJR052W J1665	NA	NA	NA	NA	NA	NA	NA
P06780	10.52	13.87	122	RHO1 YPR165W P9325.3	NA	NA	NA	NA	NA	1	1
P06781	3.64	0	46.6	RHO2 YNL090W N2237	NA	NA	NA	NA	NA	NA	NA
P06782	34.12	25.27	128	SNF1 CAT1 CCR1 GLC2 PAS14 YDR477W D8035.20	NA	NA	NA	NA	NA	NA	1
P06783	38.93	8.29	0.051	STE3 YKL178C	NA	NA	NA	NA	NA	NA	1
P06784	38.83	19.8	15	STE7 YDL159W D1525	NA	NA	NA	NA	NA	NA	NA
P06785	5.26	1.97	27.5	CDC21 CRT9 TMP1 YOR074C YOR29-25	NA	NA	NA	NA	NA	NA	NA
P06786	34.73	19.95	71.7	TOP2 TOR3 YNL088W N2244	NA	NA	NA	NA	NA	1	1
P06787	13.6	4.76	251	CMD1 YBR109C YBR0904	NA	NA	NA	NA	NA	1	1
P06838	35.71	46.19	3.04	RAD10 YML095C	NA	NA	NA	NA	NA	NA	NA
P06839	11.31	6.68	123	RAD3 REM1 YER171W	NA	NA	NA	NA	NA	NA	NA
P06843	81.08	88.88	31.1	SPT2 SIN1 SPM2 YER161C	YER161C	NA	1	NA	NA	NA	NA
P06844	21.06	31.75	15.8	SPT3 YDR392W D9509.12	NA	NA	NA	NA	NA	NA	NA
P07143	21.03	16.5	329	CYT1 CTC1 YOR065W YOR29-16	NA	NA	NA	NA	NA	NA	NA
P07149	5.6	1.75	1923	FAS1 YKL182W	NA	NA	NA	NA	NA	NA	NA
P07170	1.8	26.12	1917	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	NA	NA	NA	NA	NA	1	1
P07172	0.51	3.37	111	HIS5 YIL116W	NA	NA	NA	NA	NA	NA	NA
P07213	11.99	13.77	556	TOM70 MAS70 OMP1 YNL121C N1905	NA	NA	NA	NA	NA	NA	NA
P07236	2.38	1.51	16.6	MST1 YKL194C	NA	NA	NA	NA	NA	NA	NA
P07244	0	2.11	588	ADE5,7 YGL234W	NA	NA	NA	NA	NA	NA	NA
P07245	0.1	7.5	853	ADE3 YGR204W G7733	NA	NA	NA	NA	NA	NA	NA
P07246	6.93	0	525	ADH3 YMR083W YM9582.08	YMR083W	NA	1	NA	NA	NA	NA
P07248	58.88	21.01	11.4	ADR1 YDR216W YD8142.16 YD8142B.08	NA	NA	NA	NA	NA	NA	NA
P07249	55.36	74.57	0.469	ARG80 ARGR1 YMR042W YM9532.07	NA	NA	NA	NA	NA	NA	NA
P07250	11.54	11.83	21.4	ARG82 ARGR3 GSL3 IPK2 YDR173C YD9395.06C	NA	NA	NA	NA	NA	NA	NA
P07251	8.8	1.83	770	ATP1 YBL099W YBL0827	NA	NA	NA	NA	NA	NA	NA
P07252	6.57	0.15	24.3	CBP1 YJL209W HRA654 J0242	NA	NA	NA	NA	NA	NA	NA
P07253	12.34	5.55	94.6	CBP6 YBR120C YBR0916	NA	NA	NA	NA	NA	NA	NA
P07255	5.08	1.69	268	COX9 YDL067C D2520	YDL067C	NA	1	NA	NA	NA	NA
P07256	5.03	3.93	392	COR1 QCR1 YBL045C YBL0403	NA	NA	NA	NA	NA	NA	NA
P07257	4.61	0	458	QCR2 COR2 UCR2 YPR191W P9677.6	NA	NA	NA	NA	NA	NA	NA
P07258	3.16	0	260	CPA1 YOR303W	NA	NA	NA	NA	NA	1	1
P07259	5.96	1.98	868	URA2 YJL130C J0686	NA	NA	NA	NA	NA	1	1
P07260	16.43	10.32	564	CDC33 TIF45 YOL139C	NA	NA	NA	NA	NA	1	1
P07261	48.53	38.21	11.8	GCR1 SIT3 YPL075W LPF10W	NA	NA	NA	NA	NA	NA	NA
P07262	0.22	1.76	2014	GDH1 URE1 YOR375C	NA	NA	NA	NA	NA	1	1
P07263-2	11.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07263	14.65	4.94	437	HTS1 YPR033C YP9367.13C	NA	NA	NA	NA	NA	NA	NA
P07264	12.06	13.22	1788	LEU1 YGL009C	YGL009C	NA	1	NA	NA	1	1
P07266	11.84	0	41.5	MRS1 PET157 YIR021W	NA	NA	NA	NA	NA	NA	NA
P07267	4.93	1.23	115	PEP4 PHO9 PRA1 YPL154C P2585	NA	NA	NA	NA	NA	NA	NA
P07269	63.14	62.61	49.3	PHO2 BAS2 GRF10 YDL106C D2350	NA	NA	NA	NA	NA	NA	NA
P07270	71.79	83.65	0.758	PHO4 YFR034C	YFR034C	NA	1	NA	NA	NA	NA
P07271	37.13	27.82	18.9	PIF1 TST1 YML061C YM9958.01C	NA	NA	NA	NA	NA	NA	NA
P07272	30.08	13.16	1.74	PPR1 YLR014C	NA	NA	NA	NA	NA	NA	NA
P07273	21.03	35.27	205	DST1 PPR2 YGL043W	NA	NA	NA	NA	NA	NA	NA
P07274	0	0	216	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	NA	NA	NA	NA	NA	NA	NA
P07275	4.52	2.08	228	PUT2 YHR037W	NA	NA	NA	NA	NA	NA	NA
P07276	56.45	38.31	7.96	RAD2 YGR258C	YGR258C	NA	1	NA	NA	NA	NA
P07277	0.67	0.45	83.3	ERG12 RAR1 YMR208W YM8261.02	NA	NA	NA	NA	NA	NA	NA
P07278	22.83	29.32	136	BCY1 REG1 SRA1 YIL033C	NA	NA	NA	NA	NA	NA	NA
P07280	1.38	21.52	1176	RPS19A RP55A RPS16AA YOL121C	YOL121C	1	NA	NA	NA	NA	NA
P07281	2.08	20.83	1063	RPS19B RP55B RPS16AB YNL302C N0422	NA	NA	NA	NA	NA	NA	NA
P07283	2.36	2.75	537	SEC53 ALG4 YFL045C	NA	NA	NA	NA	NA	1	1
P07284	3.03	9.09	1045	SES1 SERS YDR023W YD9813.01	YDR023W	NA	1	NA	NA	1	1
P07285	1.05	0.52	73.9	TRP4 YDR354W D9476.4	NA	NA	NA	NA	NA	NA	NA
P07286	3.57	0	0.165	ALG7 TUR1 YBR243C YBR1628	NA	NA	NA	NA	NA	NA	NA
P07342	22.7	10.04	633	ILV2 SMR1 YMR108W YM9718.07	NA	NA	NA	NA	NA	1	1
P07347	23.52	19.32	237	ARD1 YHR013C	NA	NA	NA	NA	NA	NA	NA
P07390	15.54	5.11	6.43	PET494 YNR045W N3436	NA	NA	NA	NA	NA	NA	NA
P07560	19.06	3.25	169	SEC4 SRO6 YFL005W	YFL005W	NA	1	NA	NA	1	1
P07702	9.48	3.37	378	LYS2 YBR115C YBR0910	NA	NA	NA	NA	NA	NA	NA
P07703	0.29	5.67	242	RPC40 RPC5 YPR110C P8283.18	NA	NA	NA	NA	NA	1	1
P07806-2	9.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07806	13.31	7.97	808	VAS1 YGR094W	YGR094W	NA	1	NA	NA	NA	NA
P07807	2.36	0.94	35.6	DFR1 YOR236W O5231	NA	NA	NA	NA	NA	NA	NA
P07834	32.6	22.33	1.93	CDC4 YFL009W	NA	NA	NA	NA	NA	1	1
P07866	68.5	41.46	7.8	LTE1 EIS4 MSI2 YAL024C	NA	NA	NA	NA	NA	NA	NA
P07884	9.81	3.5	25.1	MOD5 YOR274W	NA	NA	NA	NA	NA	NA	NA
P07991	1.17	0	568	CAR2 CARGB YLR438W L9753.2	NA	NA	NA	NA	NA	NA	NA
P08004	35.98	28.82	18.3	CHS1 YNL192W N1404	NA	NA	NA	NA	NA	NA	NA
P08018	51.64	48.65	46.7	PBS2 HOG4 SFS4 SSK4 YJL128C J0699	NA	NA	NA	NA	NA	1	1
P08019	4.37	0.72	1.35	SGA1 SGA YIL099W	NA	NA	NA	NA	NA	NA	NA
P08067	16.74	7.9	76.8	RIP1 YEL024W	NA	NA	NA	NA	NA	NA	NA
P08153	83.35	62.34	6.56	SWI5 YDR146C YD8358.03C	NA	NA	NA	NA	NA	NA	NA
P08417	9.63	6.14	180	FUM1 YPL262W	NA	NA	NA	NA	NA	NA	NA
P08425	4.69	1.49	28.8	MSF1 YPR047W YP9499.05	NA	NA	NA	NA	NA	NA	NA
P08431	7.1	5.19	2.07	GAL7 YBR018C YBR0226	NA	NA	NA	NA	NA	NA	NA
P08432	12.44	0.85	15.6	SPE1 ORD1 YKL184W	NA	NA	NA	NA	NA	1	1
P08456	21.37	13.04	0.583	CHO1 PSS PSS1 YER026C	NA	NA	NA	NA	NA	NA	NA
P08458	27.55	11.42	1.87	SPS1 YDR523C D9719.27	NA	NA	NA	NA	NA	NA	NA
P08459	16.53	6.77	1.79	SPS2 YDR522C D9719.26	NA	NA	NA	NA	NA	NA	NA
P08465	22.83	12.75	22	MET2 YNL277W N0615	NA	NA	NA	NA	NA	NA	NA
P08466	20.36	10.33	31.4	NUC1 YJL208C HRE329 J0310	NA	NA	NA	NA	NA	NA	NA
P08468	8.37	0.37	5.16	PET111 YMR257C YM9920.11C	NA	NA	NA	NA	NA	NA	NA
P08518	8.41	9.06	301	RPB2 RPB150 RPO22 YOR151C	YOR151C	NA	1	NA	NA	1	1
P08521	0	0	63.8	YOR302W	NA	NA	NA	NA	NA	NA	NA
P08524	1.7	0	343	ERG20 BOT3 FDS1 FPP1 YJL167W J0525	NA	NA	NA	NA	NA	1	1
P08525	7.44	0	81.3	QCR8 YJL166W J0526	NA	NA	NA	NA	NA	NA	NA
P08536	0	1.95	63.8	MET3 YJR010W J1436	NA	NA	NA	NA	NA	1	1
P08539	6.77	10.38	140	GPA1 CDC70 DAC1 SCG1 YHR005C	NA	NA	NA	NA	NA	NA	NA
P08566	2.89	1.88	488	ARO1 AROM YDR127W YD9302.02	NA	NA	NA	NA	NA	1	1
P08593	2.98	13.8	7.73	MSS18 YPR134W P9659.8	NA	NA	NA	NA	NA	NA	NA
P08638	37.47	26.07	3.08	LEU3 YLR451W L9324.1	NA	NA	NA	NA	NA	NA	NA
P08640	88.36	72.42	0.032	FLO11 MAL5 MUC1 S1 S2 YIR019C	NA	NA	NA	NA	NA	NA	NA
P08678	41.51	32.03	21.4	CYR1 CDC35 HSR1 SRA4 YJL005W J1401	NA	NA	NA	NA	NA	NA	NA
P08679	5	2.39	64.6	CIT2 YCR005C YCR043 YCR5C	NA	NA	NA	NA	NA	NA	NA
P08964	54.87	16.18	27.2	MYO1 YHR023W	NA	NA	NA	NA	NA	NA	NA
P09007	45.24	42.98	16.1	SRD1 YCR018C YCR18C	NA	NA	NA	NA	NA	NA	NA
P09032	21.62	20.06	152	GCD1 TIF223 TRA3 YOR260W	NA	NA	NA	NA	NA	NA	NA
P09064	43.5	25.61	206	SUI3 TIF212 YPL237W	YPL237W	1	NA	1	NA	NA	NA
P09119	17.73	10.52	1.98	CDC6 YJL194W J0347	NA	NA	NA	NA	NA	NA	NA
P09201	4.88	2.87	16.4	FBP1 YLR377C L8039.18	NA	NA	NA	NA	NA	NA	NA
P09232	31.02	30.23	81.8	PRB1 YEL060C	NA	NA	NA	NA	NA	NA	NA
P09368	13.65	0.42	7.88	PUT1 YLR142W L3170 L9606.2	NA	NA	NA	NA	NA	NA	NA
P09435	6.47	27.27	282	SSA3 YBL075C YBL06.07 YBL0610	NA	NA	NA	NA	NA	1	1
P09436	2.7	0.93	957	ILS1 YBL076C YBL0734	NA	NA	NA	NA	NA	NA	NA
P09440	3.58	4.71	284	MIS1 YBR084W YBR0751	NA	NA	NA	NA	NA	NA	NA
P09457	9.9	0.47	777	ATP5 OSCP YDR298C D9740.11	NA	NA	NA	NA	NA	NA	NA
P09547	55.63	41.55	8.78	SWI1 ADR6 GAM3 YPL016W LPA1	NA	NA	NA	NA	NA	NA	NA
P09620	29.62	29.35	110	KEX1 YGL203C	NA	NA	NA	NA	NA	NA	NA
P09624	4.4	0.6	713	LPD1 DHLP1 YFL018C	NA	NA	NA	NA	NA	NA	NA
P09733	4.47	2.23	242	TUB1 YML085C	YML085C	1	NA	1	NA	1	1
P09734	3.14	2.02	164	TUB3 YML124C YM7056.02C	NA	NA	NA	NA	NA	1	1
P09798	28.8	29.88	39.8	CDC16 YKL022C	NA	NA	NA	NA	NA	NA	NA
P09880	9.55	4.83	95.6	TRL1 RLG1 YJL087C J0927	NA	NA	NA	NA	NA	NA	NA
P09932	2.55	3.58	1.89	HO YDL227C	NA	NA	NA	NA	NA	NA	NA
P09937	22.48	18.93	1.36	SPS4 YOR313C O6120	YOR313C	NA	1	NA	NA	NA	NA
P09938	29.32	14.78	1220	RNR2 CRT6 YJL026W J1271	NA	NA	NA	NA	NA	1	1
P09950	14.41	6.02	237	HEM1 CYD1 YDR232W YD9934.16	NA	NA	NA	NA	NA	NA	NA
P09959	43.08	39.72	43.4	SWI6 YLR182W L9470.8	YLR182W	NA	1	NA	NA	NA	NA
P0C074	8.23	12.94	0.293	YSF3 RCP10 YNL138W-A	NA	NA	NA	NA	NA	NA	NA
P0C0T4	29.62	14.81	1595	RPS25B RPS31 RPS31B YLR333C L8300.10	NA	NA	NA	NA	NA	NA	NA
P0C0V2	6.06	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C0V8	3.44	2.29	821	RPS21A RPS25 RPS25A RPS26A YKR057W	NA	NA	NA	NA	NA	NA	NA
P0C0W1	1.53	0	736	RPS22A RPS24 RPS24A YJL190C J0355	NA	NA	NA	NA	NA	NA	NA
P0C0W9	4.02	11.49	957	RPL11A RP39A RPL16A YPR102C P8283.14	NA	NA	NA	NA	NA	NA	NA
P0C0X0	4.47	4.47	582	RPS28B RPS33B YLR264W L8479.5	NA	NA	NA	NA	NA	NA	1
P0C155	9.81	3.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C1V3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C1Z1	6.89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C261	3.87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C268	20.33	3.38	0.078	YBL039W-B	NA	NA	NA	NA	NA	NA	NA
P0C269	2.56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C270	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C271	12.5	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C272	3.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C289	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2H6	0.73	6.61	605	RPL27A RPL27 YHR010W	YHR010W	1	NA	1	NA	1	1
P0C2H7	0.73	12.5	1447	RPL27B RPL27 YDR471W D8035.14	YDR471W	1	NA	NA	NA	NA	NA
P0C2H8	1.76	0	534	RPL31A RPL34 RPL34A YDL075W D2478	YDL075W	1	NA	1	NA	1	1
P0C2H9	1.76	0	690	RPL31B RPL34 RPL34B YLR406C	NA	NA	NA	NA	NA	NA	NA
P0C2I2	35.27	33.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I3	35.38	33.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I4	46.02	54.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I5	35.49	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I6	34.81	33.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I7	34.7	33.39	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2I8	54.77	57.72	70.9	TY1A-LR4 YLRWTy1-4 GAG YLR256W-A L9672.1	NA	NA	NA	NA	NA	NA	NA
P0C2I9	35.15	33.67	6.18	TY1B-PR1 YPRCTy1-2 POL YPR137C-B P9659.6c	NA	NA	NA	NA	NA	NA	NA
P0C2J0	33.99	33.42	311	TY1B-PR2 YPRWTy1-3 POL YPR158W-B P9584.3c	NA	NA	NA	NA	NA	NA	NA
P0C2J1	34.24	33.5	4.88	TY1B-PR3 YPRCTy1-4 POL YPR158C-D P9584.3	NA	NA	NA	NA	NA	NA	NA
P0C2J2	54.79	55.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2J3	35.64	35.31	2.55	TY2B-LR1 YLRWTy2-1 POL YLR410W-B L9931.7b	NA	NA	NA	NA	NA	NA	NA
P0C2J4	53.42	55.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2J5	41.67	38.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2J6	50.22	56.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C2J7	32.07	22.58	0.52	TY4B-H YHLWTy4-1 POL YHL009W-B YHL008W-A	NA	NA	NA	NA	NA	NA	NA
P0C5B8	3.12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5E0	7.57	0	1.93	YDR193W	NA	NA	NA	NA	NA	NA	NA
P0C5E1	3.12	0	NA	NA	YPR059C	NA	1	NA	NA	NA	NA
P0C5K9	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L0	3.84	57.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L1	3.84	0	0.285	YBL068W-A smORF19 SR12	NA	NA	NA	NA	NA	NA	NA
P0C5L2	1.13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L3	2.12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L4	7.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L7	5.26	13.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L8	2.22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5L9	8.33	50	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M0	6.66	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M1	2.94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M2	4.93	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M3	4.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M4	1.33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M7	1.58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M8	24.13	17.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5M9	1.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N1	3.77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N2	7.14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N3	23.37	4.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N5	2.94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N6	1.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N7	1.72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N8	1.66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5N9	1.36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P0	2.15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P1	21.05	13.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P2	10.34	41.37	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P4	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P5	0	0	1.71	YKL165C-A	NA	NA	NA	NA	NA	NA	NA
P0C5P6	5.4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P7	5.26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5P8	10.71	0	1.58	YLR149C-A	NA	NA	NA	NA	NA	NA	NA
P0C5P9	0	0	0.956	YLR154W-B smORF398	NA	NA	NA	NA	NA	NA	NA
P0C5Q0	6.52	4.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5Q1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5Q2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5Q3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C5Q4	1.35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
