"uniprot_id"	"disopred_percent_bin"	"iupred_percent_bin"
"660"	"Q8WV41"	"mid"	"mid"
"661"	"Q9BUR4"	"high"	"high"
"662"	"Q86UG4"	"mid"	"low"
"663"	"P09012"	"mid"	"high"
"664"	"Q9H0A9"	"high"	"high"
"665"	"Q8NHU3"	"mid"	"mid"
"666"	"P41225"	"high"	"high"
"667"	"P15907"	"mid"	"low"
"668"	"Q14159"	"high"	"mid"
"669"	"Q9Y5B9"	"high"	"mid"
"670"	"Q99865"	"mid"	"high"
"671"	"O95863"	"high"	"high"
"672"	"Q562F6"	"high"	"high"
"673"	"Q16586"	"mid"	"mid"
"674"	"Q8N196"	"high"	"high"
"675"	"Q9BRG2"	"mid"	"high"
"676"	"Q9H668"	"mid"	"low"
"677"	"Q6IMI4"	"low"	"low"
"678"	"Q6ZMT1"	"high"	"high"
"679"	"Q8WU08"	"mid"	"mid"
"680"	"Q8WTU2"	"mid"	"mid"
"681"	"A6NGB0"	"mid"	"high"
"682"	"P59551"	"mid"	"low"
"683"	"Q2M2D7"	"low"	"mid"
"684"	"Q9NUY8"	"mid"	"mid"
"685"	"O95455"	"low"	"low"
"686"	"Q9Y5Q9"	"mid"	"mid"
"687"	"P01033"	"low"	"low"
"688"	"P29401"	"low"	"mid"
"689"	"O14746"	"mid"	"mid"
"690"	"Q9ULW0"	"high"	"high"
"691"	"Q495A1"	"mid"	"mid"
"692"	"Q969K7"	"mid"	"low"
"693"	"Q15633"	"high"	"high"
"694"	"O00300"	"mid"	"low"
"695"	"Q7Z4G4"	"low"	"low"
"696"	"P15090"	"low"	"low"
"697"	"P41161"	"high"	"high"
"698"	"Q86XD5"	"high"	"high"
"699"	"P12104"	"low"	"low"
"700"	"A6NDY2"	"high"	"high"
"701"	"Q9P2D6"	"high"	"mid"
"702"	"Q9BZE7"	"mid"	"high"
"703"	"Q8N9Y4"	"high"	"high"
"704"	"O75844"	"mid"	"low"
"705"	"A6NFU0"	"low"	"low"
"706"	"A6NGS2"	"mid"	"high"
"707"	"Q8N0U4"	"mid"	"mid"
"708"	"P78312"	"high"	"high"
"709"	"O94905"	"mid"	"low"
"710"	"Q9Y5M1"	"mid"	"high"
"711"	"Q8NEG4"	"high"	"high"
"712"	"Q8NHP7"	"high"	"mid"
"713"	"A6ND36"	"high"	"high"
"714"	"F5H4B4"	"high"	"high"
"715"	"Q96GI7"	"high"	"high"
"716"	"Q9UBU6"	"high"	"high"
"717"	"Q86YB8"	"mid"	"low"
"718"	"A6NKX1"	"low"	"mid"
"719"	"H3BQW9"	"high"	"high"
"720"	"Q9H0X4"	"mid"	"mid"
"721"	"A2RU67"	"mid"	"mid"
"722"	"B1AK53"	"high"	"high"
"723"	"O15083"	"high"	"high"
"724"	"P13804"	"low"	"low"
"725"	"Q8TE67"	"mid"	"high"
"726"	"Q5NDL2"	"low"	"low"
"727"	"Q9UBC2"	"high"	"high"
"728"	"P19447"	"mid"	"mid"
"729"	"Q96J88"	"high"	"high"
"730"	"B3EWF7"	"high"	"high"
"731"	"Q6UW88"	"high"	"low"
"732"	"Q5XG92"	"low"	"low"
"733"	"Q96RU3"	"high"	"high"
"734"	"P06744"	"low"	"mid"
"735"	"P11413"	"low"	"low"
"736"	"Q9BT04"	"low"	"mid"
"737"	"P22083"	"mid"	"high"
"738"	"Q2WGN9"	"high"	"high"
"739"	"O60861"	"mid"	"high"
"740"	"Q13069"	"high"	"high"
"741"	"P51570"	"low"	"low"
"742"	"Q9BRQ8"	"low"	"low"
"743"	"Q86SF2"	"mid"	"mid"
"744"	"Q10472"	"low"	"mid"
"745"	"A0A1B0GV03"	"high"	"high"
"746"	"P0CL81"	"high"	"high"
"747"	"P23378"	"low"	"low"
"748"	"Q9UJ14"	"mid"	"mid"
"749"	"Q16445"	"mid"	"low"
"750"	"Q8WWB7"	"low"	"mid"
"751"	"Q9H227"	"low"	"low"
"752"	"O43716"	"mid"	"mid"
"753"	"P07359"	"high"	"high"
"754"	"Q14956"	"mid"	"mid"
"755"	"Q5UAW9"	"mid"	"mid"
"756"	"Q9BQQ3"	"high"	"high"
"757"	"Q14410"	"low"	"low"
"758"	"P0C5Y9"	"mid"	"high"
"759"	"P16104"	"mid"	"high"
"760"	"Q7RTV2"	"low"	"low"
"761"	"A0A096LPI5"	"low"	"mid"
"762"	"Q58FF6"	"low"	"mid"
"763"	"Q14520"	"low"	"low"
"764"	"P08397"	"low"	"mid"
"765"	"P49773"	"low"	"low"
"766"	"P38484"	"mid"	"low"
"767"	"P08779"	"high"	"mid"
"768"	"P49441"	"low"	"low"
"769"	"P26006"	"low"	"mid"
"770"	"Q8IYV9"	"mid"	"mid"
"771"	"P12268"	"low"	"low"
"772"	"Q86VZ6"	"high"	"high"
"773"	"Q6B0I6"	"high"	"high"
"774"	"Q8TBQ9"	"low"	"low"
"775"	"P33176"	"mid"	"high"
"776"	"Q14952"	"mid"	"mid"
"777"	"Q719H9"	"mid"	"mid"
"778"	"Q3LI63"	"low"	"low"
"779"	"Q9NPI9"	"mid"	"low"
"780"	"Q15842"	"mid"	"mid"
"781"	"Q96PQ7"	"mid"	"mid"
"782"	"Q8WZ60"	"low"	"low"
"783"	"P05771"	"mid"	"mid"
"784"	"A0A0C4DH73"	"low"	"low"
"785"	"Q9BVA0"	"mid"	"mid"
"786"	"O75387"	"mid"	"low"
"787"	"Q5TCM9"	"high"	"low"
"788"	"Q86VZ4"	"mid"	"high"
"789"	"Q8N386"	"high"	"mid"
"790"	"Q8N7C0"	"mid"	"low"
"791"	"Q9UFC0"	"low"	"mid"
"792"	"Q9BRT6"	"high"	"high"
"793"	"Q6P5Q4"	"high"	"high"
"794"	"Q6MZP7"	"high"	"high"
"795"	"D6RGH6"	"high"	"high"
"796"	"Q9NTJ4"	"low"	"low"
"797"	"Q9UBF1"	"high"	"high"
"798"	"Q9H213"	"mid"	"high"
"799"	"P59942"	"mid"	"high"
"800"	"Q6ZN04"	"high"	"high"
"801"	"P01700"	"low"	"mid"
"802"	"Q8NA72"	"high"	"high"
"803"	"Q8WZ82"	"low"	"mid"
"804"	"Q01453"	"mid"	"low"
"805"	"Q9ULU4"	"high"	"high"
"806"	"Q9P215"	"high"	"mid"
"807"	"Q04941"	"mid"	"mid"
"808"	"P62714"	"low"	"low"
"809"	"Q8WXW3"	"mid"	"high"
"810"	"Q5SXH7"	"high"	"high"
"811"	"Q7Z736"	"mid"	"high"
"812"	"Q0VAA5"	"low"	"low"
"813"	"Q6ZWE6"	"high"	"mid"
"814"	"Q53GL0"	"high"	"high"
"815"	"Q9H3Y8"	"high"	"high"
"816"	"Q5THK1"	"high"	"high"
"817"	"Q8TBF5"	"mid"	"low"
"818"	"P02810"	"high"	"high"
"819"	"Q92901"	"mid"	"mid"
"820"	"Q9Y3U8"	"low"	"high"
"821"	"Q96DB5"	"mid"	"low"
"822"	"Q8WVD5"	"low"	"mid"
"823"	"Q8TEB7"	"high"	"mid"
"824"	"Q5XPI4"	"mid"	"mid"
"825"	"Q6ZMZ0"	"high"	"high"
"826"	"Q9BY78"	"mid"	"mid"
"827"	"Q6ZSG1"	"high"	"high"
"828"	"Q96EX2"	"high"	"high"
"829"	"Q8NCN4"	"high"	"high"
"830"	"Q2M238"	"low"	"low"
"831"	"Q9NWU5"	"mid"	"mid"
"832"	"Q3B726"	"high"	"high"
"833"	"P52198"	"mid"	"mid"
"834"	"Q13905"	"high"	"high"
"835"	"Q9UNE2"	"high"	"high"
"836"	"Q8N5N7"	"mid"	"low"
"837"	"Q6ZUB1"	"high"	"high"
"838"	"Q9NTN3"	"mid"	"low"
"839"	"P23297"	"low"	"low"
"840"	"Q9BZR6"	"high"	"high"
"841"	"Q8N8U3"	"high"	"high"
"842"	"Q9BZW2"	"mid"	"low"
"843"	"Q9NSD5"	"low"	"low"
"844"	"Q8N488"	"high"	"high"
"845"	"Q9BVN2"	"high"	"high"
"846"	"Q6P087"	"mid"	"mid"
"847"	"Q6ZMH5"	"high"	"mid"
"848"	"Q9C0K1"	"mid"	"low"
"849"	"Q9HAB3"	"mid"	"mid"
"850"	"Q9UQR0"	"high"	"high"
"851"	"P58004"	"mid"	"mid"
"852"	"P58005"	"mid"	"low"
"853"	"Q13228"	"low"	"low"
"854"	"O15126"	"high"	"high"
"855"	"Q9Y6X0"	"high"	"high"
"856"	"O95754"	"mid"	"mid"
"857"	"Q12884"	"low"	"low"
"858"	"Q14524"	"high"	"mid"
"859"	"O75920"	"mid"	"high"
"860"	"Q9BYC2"	"low"	"low"
"861"	"Q99932"	"high"	"high"
"862"	"Q6RVD6"	"low"	"mid"
"863"	"Q7Z614"	"mid"	"mid"
"864"	"O43173"	"mid"	"low"
"865"	"Q92835"	"high"	"high"
"866"	"P0CG40"	"high"	"mid"
"867"	"Q969G3"	"high"	"high"
"868"	"P0C7M3"	"low"	"low"
"869"	"O15357"	"high"	"high"
"870"	"Q13291"	"mid"	"low"
"871"	"Q96EQ0"	"mid"	"mid"
"872"	"O14492"	"high"	"high"
"873"	"A0A1B0GW64"	"mid"	"high"
"874"	"Q9Y2Z0"	"mid"	"mid"
"875"	"O15198"	"mid"	"mid"
"876"	"Q8IZP2"	"mid"	"high"
"877"	"P43307"	"high"	"high"
"878"	"O15061"	"high"	"high"
"879"	"Q71U36"	"low"	"mid"
"880"	"Q9H4B7"	"mid"	"low"
"881"	"Q93075"	"high"	"high"
"882"	"Q9P1P4"	"low"	"low"
"883"	"Q8IV01"	"mid"	"mid"
"884"	"Q8NBV8"	"mid"	"mid"
"885"	"Q9BVX2"	"mid"	"mid"
"886"	"P09758"	"mid"	"low"
"887"	"Q9Y5J6"	"mid"	"mid"
"888"	"Q8IW70"	"high"	"mid"
"889"	"Q9UI15"	"low"	"mid"
"890"	"P59541"	"mid"	"low"
"891"	"Q06190"	"high"	"high"
"892"	"Q8IXQ8"	"high"	"mid"
"893"	"Q5H8A4"	"low"	"low"
"894"	"O75807"	"high"	"high"
"895"	"Q96MT3"	"high"	"high"
"896"	"Q9H4Q3"	"high"	"high"
"897"	"Q6UWS5"	"mid"	"low"
"898"	"P10082"	"mid"	"mid"
"899"	"Q9H0J4"	"high"	"high"
"900"	"O00391"	"mid"	"mid"
"901"	"Q06609"	"low"	"mid"
"902"	"P27708"	"low"	"mid"
"903"	"Q6WBX8"	"high"	"low"
"904"	"Q15415"	"high"	"high"
"905"	"O75901"	"high"	"mid"
"906"	"Q86YV0"	"high"	"high"
"907"	"Q9ULC3"	"mid"	"mid"
"908"	"Q9GZR2"	"high"	"high"
"909"	"P15927"	"mid"	"high"
"910"	"O15492"	"mid"	"low"
"911"	"Q96L33"	"mid"	"mid"
"912"	"Q2KHR2"	"high"	"high"
"913"	"A6NNM3"	"high"	"high"
"914"	"Q9UJD0"	"high"	"high"
"915"	"Q9H4K1"	"low"	"high"
"916"	"Q8N264"	"high"	"high"
"917"	"Q8N5U6"	"high"	"high"
"918"	"Q93091"	"mid"	"low"
"919"	"Q9BXT8"	"high"	"mid"
"920"	"Q9H2S5"	"mid"	"high"
"921"	"O95602"	"mid"	"mid"
"922"	"Q6P5S7"	"mid"	"low"
"923"	"P62244"	"low"	"low"
"924"	"Q6ZQQ2"	"high"	"high"
"925"	"Q5TZJ5"	"high"	"high"
"926"	"P0C7Q6"	"mid"	"mid"
"927"	"Q9NQC3"	"high"	"high"
"928"	"Q8TBP6"	"low"	"low"
"929"	"Q96T51"	"high"	"high"
"930"	"Q59EK9"	"high"	"high"
"931"	"Q9Y399"	"mid"	"mid"
"932"	"Q86SK9"	"mid"	"mid"
"933"	"Q8N1S5"	"mid"	"low"
"934"	"Q8WU76"	"low"	"low"
"935"	"Q9UMX9"	"mid"	"mid"
"936"	"O75396"	"low"	"low"
"937"	"A0A286YF60"	NA	NA
"938"	"Q8WVN6"	"mid"	"mid"
"939"	"Q0VDG4"	"low"	"low"
"940"	"Q9NX18"	"high"	"low"
"941"	"P60896"	"high"	"high"
"942"	"Q5TF21"	"high"	"high"
"943"	"Q08AF3"	"low"	"low"
"944"	"Q6IA17"	"mid"	"mid"
"945"	"Q8N4L4"	"high"	"high"
"946"	"Q9H9C1"	"mid"	"mid"
"947"	"Q9BQI6"	"mid"	"mid"
"948"	"Q9BXW3"	"low"	"low"
"949"	"Q495Y7"	"low"	"low"
"950"	"Q499Z3"	"mid"	"mid"
"951"	"Q8IW52"	"mid"	"mid"
"952"	"Q9NYB5"	"mid"	"low"
"953"	"Q11201"	"low"	"low"
"954"	"P48431"	"high"	"high"
"955"	"P23497"	"high"	"high"
"956"	"O75159"	"high"	"high"
"957"	"Q9UJC5"	"low"	"mid"
"958"	"Q9NRQ5"	"mid"	"high"
"959"	"Q9UN79"	"high"	"high"
"960"	"Q96E16"	"mid"	"low"
"961"	"Q9H788"	"high"	"high"
"962"	"Q8TF72"	"high"	"high"
"963"	"Q9H5K3"	"mid"	"mid"
"964"	"Q9BZL3"	"mid"	"low"
"965"	"Q96ST3"	"high"	"high"
"966"	"O75431"	"low"	"low"
"967"	"Q9BV57"	"low"	"mid"
"968"	"Q9H3R2"	"high"	"high"
"969"	"Q1L6U9"	"mid"	"mid"
"970"	"O14931"	"mid"	"low"
"971"	"P61601"	"low"	"mid"
"972"	"P59045"	"low"	"low"
"973"	"Q9Y4I5"	"high"	"mid"
"974"	"P12525"	"high"	"high"
"975"	"Q9GZZ1"	"low"	"mid"
"976"	"A0A1B0GTQ4"	"mid"	"mid"
"977"	"Q9UHE5"	"low"	"low"
"978"	"Q8NC67"	"mid"	"low"
"979"	"Q6NVV3"	"mid"	"low"
"980"	"Q9UBE8"	"mid"	"mid"
"981"	"O75323"	"mid"	"low"
"982"	"Q13469"	"high"	"high"
"983"	"Q9HAN9"	"low"	"mid"
"984"	"Q6VVB1"	"low"	"low"
"985"	"Q13952"	"high"	"high"
"986"	"Q9C002"	"low"	"low"
"987"	"O00476"	"low"	"mid"
"988"	"Q13823"	"high"	"high"
"989"	"Q9NSY0"	"mid"	"mid"
"990"	"Q86WQ0"	"low"	"low"
"991"	"Q9H255"	"low"	"low"
"992"	"Q6IFG1"	"low"	"low"
"993"	"Q8NH74"	"low"	"low"
"994"	"Q86Y26"	"high"	"high"
"995"	"Q8NH21"	"low"	"low"
"996"	"Q5T2D3"	"high"	"high"
"997"	"Q9UKG9"	"low"	"low"
"998"	"Q8WZA6"	"low"	"low"
"999"	"Q9NZP0"	"low"	"low"
"1000"	"Q8NGM9"	"low"	"low"
"1001"	"Q8NGE1"	"low"	"low"
"1002"	"Q8NGU4"	"low"	"low"
"1003"	"Q9Y3B8"	"mid"	"mid"
"1004"	"O95047"	"low"	"low"
"1005"	"Q8NGT1"	"low"	"low"
"1006"	"Q9Y3N9"	"low"	"low"
"1007"	"Q7Z3T1"	"low"	"low"
"1008"	"Q13416"	"high"	"high"
"1009"	"I0J062"	"high"	"high"
"1010"	"Q02548"	"high"	"high"
"1011"	"Q9UHG2"	"mid"	"high"
"1012"	"Q8NBL1"	"low"	"low"
"1013"	"O15305"	"low"	"low"
"1014"	"Q496M5"	"mid"	"high"
"1015"	"Q6PJE2"	"mid"	"mid"
"1016"	"P19174"	"mid"	"mid"
"1017"	"P0DI80"	"mid"	"mid"
"1018"	"A0A1B0GU29"	"mid"	"high"
"1019"	"P63208"	"low"	"high"
"1020"	"B2RUZ4"	"low"	"low"
"1021"	"Q9Y6J8"	"low"	"low"
"1022"	"Q9UMX1"	"mid"	"high"
"1023"	"Q9BR01"	"low"	"low"
"1024"	"P09132"	"high"	"mid"
"1025"	"Q7RTN6"	"mid"	"mid"
"1026"	"Q9NRL3"	"high"	"high"
"1027"	"P51687"	"low"	"mid"
"1028"	"P41252"	"low"	"low"
"1029"	"Q5T2D2"	"high"	"high"
"1030"	"Q6UXN2"	"high"	"mid"
"1031"	"P68366"	"low"	"low"
"1032"	"Q9UPU7"	"high"	"high"
"1033"	"A0A087X1G2"	"high"	"high"
"1034"	"Q9NUJ3"	"mid"	"mid"
"1035"	"P59534"	"mid"	"low"
"1036"	"Q15813"	"low"	"mid"
"1037"	"Q70YC4"	"low"	"mid"
"1038"	"Q9H7F4"	"low"	"low"
"1039"	"P17542"	"high"	"high"
"1040"	"Q07654"	"low"	"low"
"1041"	"Q96QE5"	"mid"	"low"
"1042"	"Q5VZ19"	"mid"	"low"
"1043"	"Q9NWX6"	"low"	"low"
"1044"	"P20226"	"high"	"high"
"1045"	"Q96EK4"	"high"	"high"
"1046"	"O15119"	"high"	"high"
"1047"	"Q86X19"	"low"	"mid"
"1048"	"P13385"	"mid"	"mid"
"1049"	"Q7Z410"	"low"	"mid"
"1050"	"Q9Y2Y6"	"mid"	"mid"
"1051"	"Q9H892"	"mid"	"mid"
"1052"	"P98066"	"low"	"low"
"1053"	"Q9BU70"	"mid"	"high"
"1054"	"Q5VY80"	"mid"	"low"
"1055"	"A6NDG6"	"low"	"low"
"1056"	"Q8N4L2"	"mid"	"mid"
"1057"	"P78356"	"mid"	"mid"
"1058"	"P27169"	"low"	"low"
"1059"	"P25789"	"low"	"mid"
"1060"	"A0A096LP55"	"mid"	"high"
"1061"	"Q3MIT2"	"low"	"low"
"1062"	"Q96QR8"	"high"	"high"
"1063"	"O60671"	"low"	"low"
"1064"	"Q96EV2"	"high"	"high"
"1065"	"Q96HA9"	"low"	"low"
"1066"	"Q9Y388"	"high"	"high"
"1067"	"Q9UKM9"	"high"	"high"
"1068"	"Q86UN2"	"high"	"high"
"1069"	"Q96IC2"	"mid"	"mid"
"1070"	"P61018"	"mid"	"low"
"1071"	"Q8N4Z0"	"mid"	"mid"
"1072"	"P61586"	"low"	"mid"
"1073"	"O00212"	"mid"	"low"
"1074"	"P36578"	"mid"	"high"
"1075"	"P46777"	"high"	"mid"
"1076"	"Q92730"	"mid"	"low"
"1077"	"Q9H9Y2"	"mid"	"high"
"1078"	"Q9H0U6"	"mid"	"mid"
"1079"	"Q684P5"	"high"	"high"
"1080"	"Q9BYD1"	"low"	"low"
"1081"	"P62263"	"mid"	"high"
"1082"	"Q5VWQ0"	"high"	"high"
"1083"	"Q96S79"	"low"	"low"
"1084"	"P62241"	"low"	"mid"
"1085"	"Q9UHP6"	"low"	"low"
"1086"	"P62308"	"low"	"low"
"1087"	"Q9Y2V3"	"high"	"high"
"1088"	"Q9NSN8"	"mid"	"low"
"1089"	"O75093"	"low"	"low"
"1090"	"Q6IEG0"	"high"	"high"
"1091"	"Q9H173"	"high"	"mid"
"1092"	"Q8IYM2"	"low"	"low"
"1093"	"Q9UIG8"	"mid"	"mid"
"1094"	"Q14BN4"	"high"	"high"
"1095"	"Q9UNH7"	"mid"	"mid"
"1096"	"Q68D06"	"low"	"low"
"1097"	"Q9H4F1"	"mid"	"low"
"1098"	"O75908"	"mid"	"mid"
"1099"	"P57073"	"high"	"high"
"1100"	"Q9NZQ3"	"high"	"high"
"1101"	"Q8IXZ3"	"high"	"high"
"1102"	"P0C7V6"	"high"	"high"
"1103"	"Q14940"	"high"	"mid"
"1104"	"Q9NYA1"	"low"	"mid"
"1105"	"Q9BTD1"	"mid"	"high"
"1106"	"Q7Z6J0"	"high"	"high"
"1107"	"A0A1B0GVY4"	"high"	"high"
"1108"	"Q9ULL8"	"high"	"high"
"1109"	"P30874"	"mid"	"low"
"1110"	"O60284"	"high"	"high"
"1111"	"Q5T6F2"	"high"	"high"
"1112"	"A6NNY8"	"mid"	"mid"
"1113"	"Q9BZX2"	"mid"	"mid"
"1114"	"Q96RU2"	"high"	"mid"
"1115"	"P0CG35"	"high"	"high"
"1116"	"P21675"	"high"	"high"
"1117"	"Q7Z7C8"	"high"	"high"
"1118"	"Q9NP81"	"mid"	"mid"
"1119"	"Q9NYW6"	"mid"	"low"
"1120"	"Q8N5C8"	"high"	"high"
"1121"	"A6NER0"	"high"	"high"
"1122"	"Q8WVE7"	"low"	"low"
"1123"	"Q7L7X3"	"high"	"high"
"1124"	"Q96LR4"	"mid"	"low"
"1125"	"Q2MV58"	"mid"	"low"
"1126"	"Q92994"	"high"	"high"
"1127"	"Q5QJE6"	"high"	"high"
"1128"	"O60507"	"low"	"mid"
"1129"	"Q2T9K0"	"mid"	"mid"
"1130"	"Q96LD4"	"mid"	"mid"
"1131"	"Q9NR97"	"low"	"low"
"1132"	"P23510"	"low"	"low"
"1133"	"Q06643"	"mid"	"mid"
"1134"	"Q9NV29"	"mid"	"low"
"1135"	"Q7Z402"	"mid"	"mid"
"1136"	"Q9BVT8"	"high"	"high"
"1137"	"Q8IU68"	"mid"	"mid"
"1138"	"A0A0B4J274"	"low"	"low"
"1139"	"A0A576"	"low"	"low"
"1140"	"Q9BX84"	"high"	"mid"
"1141"	"Q8NHH1"	"high"	"high"
"1142"	"A0A0K0K1D8"	NA	NA
"1143"	"A6NH52"	"mid"	"low"
"1144"	"Q01534"	"high"	"high"
"1145"	"D6RBQ6"	"high"	"high"
"1146"	"P35503"	"low"	"low"
"1147"	"Q7Z412"	"mid"	"mid"
"1148"	"P41219"	"high"	"mid"
"1149"	"Q8IZL8"	"high"	"high"
"1150"	"Q9Y6X2"	"high"	"high"
"1151"	"Q9BSU1"	"low"	"low"
"1152"	"O43660"	"low"	"high"
"1153"	"Q9NRZ5"	"mid"	"low"
"1154"	"P04156"	"high"	"high"
"1155"	"Q5VT98"	"low"	"low"
"1156"	"O75915"	"low"	"low"
"1157"	"O95685"	"high"	"mid"
"1158"	"Q8IV42"	"low"	"mid"
"1159"	"P51817"	"mid"	"mid"
"1160"	"Q9NQV7"	"mid"	"high"
"1161"	"Q9NQX0"	"high"	"high"
"1162"	"Q9NRG1"	"low"	"low"
"1163"	"P18433"	"mid"	"mid"
"1164"	"Q86Y79"	"mid"	"mid"
"1165"	"Q96DM3"	"low"	"low"
"1166"	"Q9Y3C5"	"high"	"high"
"1167"	"Q8N5L8"	"mid"	"high"
"1168"	"Q7Z2W9"	"high"	"low"
"1169"	"Q8IXW5"	"high"	"high"
"1170"	"O15318"	"high"	"high"
"1171"	"Q8TD47"	"low"	"low"
"1172"	"Q9UIY3"	"low"	"low"
"1173"	"Q9UHR5"	"high"	"high"
"1174"	"Q2MKA7"	"mid"	"high"
"1175"	"O75391"	"mid"	"high"
"1176"	"P0DUD4"	NA	NA
"1177"	"Q9BRT9"	"low"	"mid"
"1178"	"O75094"	"low"	"low"
"1179"	"Q5MJ68"	"mid"	"mid"
"1180"	"Q8NEY3"	"high"	"mid"
"1181"	"Q9H0K1"	"high"	"high"
"1182"	"P57059"	"high"	"mid"
"1183"	"Q9BRV8"	"low"	"mid"
"1184"	"O75324"	"high"	"mid"
"1185"	"Q9Y274"	"low"	"low"
"1186"	"P61647"	"mid"	"low"
"1187"	"P00441"	"low"	"high"
"1188"	"Q96NB2"	"low"	"low"
"1189"	"Q2M3C7"	"high"	"high"
"1190"	"Q8NEM2"	"mid"	"low"
"1191"	"P51532"	"high"	"high"
"1192"	"Q8IY92"	"high"	"high"
"1193"	"O60902"	"high"	"high"
"1194"	"Q9H3Y6"	"low"	"low"
"1195"	"Q9NWM0"	"mid"	"mid"
"1196"	"Q7RTT3"	"high"	"high"
"1197"	"Q16385"	"high"	"high"
"1198"	"Q9UH65"	"mid"	"high"
"1199"	"P0CL85"	"low"	"low"
"1200"	"O00204"	"mid"	"mid"
"1201"	"Q96L08"	"high"	"high"
"1202"	"O15020"	"mid"	"mid"
"1203"	"Q8NEF9"	"high"	"high"
"1204"	"Q86TL2"	"high"	"mid"
"1205"	"Q9Y6E0"	"high"	"mid"
"1206"	"O43609"	"high"	"high"
"1207"	"Q9BT56"	"mid"	"mid"
"1208"	"P32856"	"mid"	"mid"
"1209"	"Q5MJ09"	"high"	"high"
"1210"	"Q9P246"	"high"	"high"
"1211"	"Q8NHG7"	"low"	"high"
"1212"	"O94804"	"high"	"high"
"1213"	"Q9BYT3"	"high"	"high"
"1214"	"Q8WWF3"	"mid"	"high"
"1215"	"Q9H040"	"high"	"high"
"1216"	"Q9NP77"	"low"	"mid"
"1217"	"Q8TCT6"	"mid"	"low"
"1218"	"Q01081"	"mid"	"mid"
"1219"	"O95379"	"low"	"low"
"1220"	"Q9Y4F4"	"high"	"high"
"1221"	"Q8WUA4"	"high"	"high"
"1222"	"Q15569"	"high"	"high"
"1223"	"Q14188"	"high"	"high"
"1224"	"Q96CP7"	"mid"	"low"
"1225"	"Q9H3H9"	"high"	"high"
"1226"	"Q92526"	"low"	"low"
"1227"	"Q12767"	"mid"	"mid"
"1228"	"Q6UXU6"	"mid"	"mid"
"1229"	"Q5T0D9"	"mid"	"mid"
"1230"	"Q14142"	"low"	"mid"
"1231"	"P09493"	"low"	"high"
"1232"	"Q9UDY6"	"low"	"low"
"1233"	"Q9BVS5"	"high"	"mid"
"1234"	"Q96DC7"	"mid"	"low"
"1235"	"Q8WV44"	"mid"	"high"
"1236"	"Q6PJ69"	"low"	"mid"
"1237"	"Q9NUP7"	"mid"	"mid"
"1238"	"A0PJW6"	"mid"	"low"
"1239"	"A0A0U1RQS6"	NA	NA
"1240"	"Q9UKI8"	"high"	"high"
"1241"	"Q9BRN9"	"mid"	"low"
"1242"	"Q9NX00"	"mid"	"mid"
"1243"	"A0A087WTH1"	"mid"	"low"
"1244"	"A0A1B0GTI8"	"mid"	"low"
"1245"	"Q9Y210"	"mid"	"mid"
"1246"	"A0A5B7"	NA	NA
"1247"	"A6NNM8"	"high"	"mid"
"1248"	"A0A1B0GX49"	NA	NA
"1249"	"Q9BXA6"	"low"	"low"
"1250"	"P0C672"	"low"	"low"
"1251"	"P09466"	"mid"	"low"
"1252"	"Q9UPG8"	"high"	"mid"
"1253"	"Q7Z3Z3"	"mid"	"mid"
"1254"	"Q9BZE2"	"mid"	"mid"
"1255"	"Q9H477"	"low"	"low"
"1256"	"A6NDE4"	"high"	"high"
"1257"	"A1KZ92"	"low"	"mid"
"1258"	"P51151"	"low"	"low"
"1259"	"P28749"	"high"	"mid"
"1260"	"Q96S59"	"high"	"high"
"1261"	"P10114"	"low"	"low"
"1262"	"P43487"	"high"	"high"
"1263"	"Q8WWW0"	"mid"	"high"
"1264"	"Q6IQ22"	"mid"	"mid"
"1265"	"P11233"	"mid"	"mid"
"1266"	"Q92930"	"mid"	"mid"
"1267"	"Q9UBZ9"	"high"	"high"
"1268"	"Q5T5U3"	"high"	"high"
"1269"	"Q5TG30"	"mid"	"high"
"1270"	"O43251"	"high"	"high"
"1271"	"Q9Y3P4"	"high"	"mid"
"1272"	"Q52LD8"	"high"	"high"
"1273"	"P48382"	"high"	"high"
"1274"	"P18077"	"low"	"mid"
"1275"	"O00584"	"mid"	"mid"
"1276"	"Q96K19"	"mid"	"low"
"1277"	"Q96C74"	"low"	"mid"
"1278"	"P60602"	"mid"	"low"
"1279"	"Q8TCC3"	"mid"	"high"
"1280"	"P35398"	"high"	"mid"
"1281"	"Q9BYD6"	"mid"	"mid"
"1282"	"Q8TEU7"	"high"	"high"
"1283"	"Q96EL3"	"mid"	"mid"
"1284"	"P24928"	"high"	"high"
"1285"	"P46783"	"high"	"high"
"1286"	"O95059"	"low"	"low"
"1287"	"Q5PRF9"	"high"	"high"
"1288"	"Q14683"	"mid"	"high"
"1289"	"Q9UQQ2"	"high"	"high"
"1290"	"Q99909"	"high"	"high"
"1291"	"O94768"	"mid"	"mid"
"1292"	"Q9NY57"	"mid"	"mid"
"1293"	"Q9Y2H1"	"low"	"mid"
"1294"	"Q9UGK3"	"high"	"high"
"1295"	"Q8NCC5"	"mid"	"low"
"1296"	"Q9NUV7"	"mid"	"low"
"1297"	"Q8WXF0"	"high"	"high"
"1298"	"O95926"	"mid"	"high"
"1299"	"P62328"	"high"	"high"
"1300"	"Q4VX76"	"high"	"mid"
"1301"	"A6NHL2"	"low"	"low"
