uniprot_id	disopred3perc	iupredperc	abundance	uniprot_symbols	entrez_id	is_HI	oncogene	ps_high_conf	drlps_drivers	dr_all_phase_sep	drpls_clients
A2RUQ5	13.77	23.35	0	TMEM132E-DT C17orf102	NA	NA	NA	NA	NA	NA	NA
A2RUR9	70	46.04	0.036	CCDC144A KIAA0565	NA	NA	NA	NA	NA	NA	NA
A2RUS2	13.02	5.25	7.2	DENND3 KIAA0870	NA	NA	NA	NA	NA	NA	NA
A2RUT3	15.72	20.12	0.142	TMEM89	NA	NA	NA	NA	NA	NA	NA
A2RUU4	23.96	0	0	CLPSL1 C6orf127	NA	NA	NA	NA	NA	NA	NA
A2VCK2	33.81	35.24	0.002	DCDC2B	NA	NA	NA	NA	NA	NA	NA
A2VCL2	24.8	16.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2VDF0	0.64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A2VDJ0	47.35	20.63	0.051	TMEM131L KIAA0922	NA	NA	NA	NA	NA	NA	NA
A2VEC9	49.92	5.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3KFT3	2.24	0	0.035	OR2M5 OR2M5P	NA	NA	NA	NA	NA	NA	NA
A3KMH1	19.68	9.76	3.03	VWA8 KIAA0564	NA	NA	NA	NA	NA	NA	NA
A3KN83	26.56	32.08	9.63	SBNO1 MOP3	NA	NA	NA	NA	NA	NA	NA
A3QJZ6	0.83	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3QJZ7	0.62	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D0S4	7.89	4.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D0T2	8.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D0T7	33.89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D0V7	13.74	2.92	0.145	CPED1 C7orf58 UNQ9432/PRO34713	NA	NA	NA	NA	NA	NA	NA
A4D0Y5	5.55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D126	9.09	9.75	0.397	CRPPA ISPD	729920	0	NA	NA	NA	NA	NA
A4D161	26.17	19.79	0.23	FAM221A C7orf46	NA	NA	NA	NA	NA	NA	NA
A4D174	4.14	10.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D1B5	9.36	0	0.235	GSAP PION	NA	NA	NA	NA	NA	NA	NA
A4D1E1	83.76	25.12	0.015	ZNF804B	NA	NA	NA	NA	NA	NA	NA
A4D1E9	2.06	7.23	3.94	GTPBP10 OBGH2 UG0751c10	NA	NA	NA	NA	NA	NA	NA
A4D1F6	11.04	13.48	0.083	LRRD1	NA	NA	NA	NA	NA	NA	NA
A4D1N5	8.66	10.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D1P6	9.5	23.15	16.2	WDR91 HSPC049	NA	NA	NA	NA	NA	1	1
A4D1S0	50.85	51.58	0.802	KLRG2 CLEC15B	NA	NA	NA	NA	NA	NA	NA
A4D1S5	18.89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D1T9	5.95	9.36	0.199	PRSS37 TRYX2	NA	NA	NA	NA	NA	NA	NA
A4D1U4	21.97	14.94	0.252	DENND11 KIAA1147 LCHN	NA	NA	NA	NA	NA	NA	NA
A4D1Z8	3.47	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D250	10.61	19.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D256	22.14	8.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D263	19.86	28.76	0.11	SPATA48 C7orf72	NA	NA	NA	NA	NA	NA	NA
A4D2B0	8.27	41.35	0.568	MBLAC1	NA	NA	NA	NA	NA	NA	NA
A4D2B8	15.45	31.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D2G3	3.54	0	0	OR2A25 OR2A25P OR2A27	NA	NA	NA	NA	NA	NA	NA
A4D2H0	39.51	47.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4D2P6	45.08	39.3	0.32	GRID2IP	NA	NA	NA	NA	NA	NA	NA
A4FU01	17.63	12.55	0.439	MTMR11	NA	NA	NA	NA	NA	NA	NA
A4FU28	39.51	51.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4FU49	86.56	89.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4FU69	39.98	24.75	0.113	EFCAB5	NA	NA	NA	NA	NA	NA	NA
A4GXA9	17.41	25.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4IF30	28.59	5.18	0.006	SLC35F4 C14orf36	NA	NA	NA	NA	NA	NA	NA
A4QMS7	9.52	53.74	0.023	C5orf49	NA	NA	NA	NA	NA	NA	NA
A4QN01	3.12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4QPB2	0	9.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4QPH2	8.27	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
A4UGR9	93.36	53.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5A3E0	32.55	30.13	152	POTEF A26C1B	NA	NA	NA	NA	NA	NA	NA
A5D6W6	12.32	0	0.054	FITM1 FIT1	NA	NA	NA	NA	NA	NA	NA
A5D8T8	8.74	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5D8V6	51.26	69.29	2.55	VPS37C PML39	NA	NA	NA	NA	NA	NA	NA
A5D8V7	24.03	34.11	0.094	ODAD3 CCDC151	NA	NA	NA	NA	NA	NA	NA
A5D8W1	5.31	4.03	10.6	CFAP69 C7orf63	NA	NA	NA	NA	NA	NA	NA
A5LHX3	21	20	0.524	PSMB11	NA	NA	NA	NA	NA	NA	NA
A5PKW4	61.62	61.13	0.152	PSD EFA6 EFA6A KIAA2011 PSD1 TYL	NA	NA	NA	NA	NA	1	1
A5PL33	98.15	91.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5PLK6	30.11	3.99	0.162	RGSL1 RGSL RGSL2	NA	NA	NA	NA	NA	NA	NA
A5PLL1	53.5	36.57	0.046	ANKRD34B	NA	NA	NA	NA	NA	NA	NA
A5PLL7	13.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5PLN7	68.43	65.58	0.381	FAM149A MST119	NA	NA	NA	NA	NA	NA	NA
A5PLN9	9.11	1.19	2.31	TRAPPC13 C5orf44	NA	NA	NA	NA	NA	NA	NA
A5X5Y0	15.35	11.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
A5YKK6	24.87	9.97	19.6	CNOT1 CDC39 KIAA1007 NOT1 AD-005	NA	NA	NA	NA	NA	1	1
A5YM69	91.52	93.59	2.71	ARHGEF35 ARHGEF5L	NA	NA	NA	NA	NA	NA	NA
A5YM72	5.32	0.6	0.434	CARNS1 ATPGD1 KIAA1394	NA	NA	NA	NA	NA	NA	NA
A6BM72	18.48	5.26	0.682	MEGF11 KIAA1781 UNQ1949/PRO4432	NA	NA	NA	NA	NA	NA	NA
A6H8M9	2.53	3.04	0	CDHR4 CDH29 UNQ9392/PRO34300	NA	NA	NA	NA	NA	NA	NA
A6H8Y1	99.08	85.59	0.068	BDP1 KIAA1241 KIAA1689 TFNR	NA	NA	NA	NA	NA	1	NA
A6H8Z2	52.23	56.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC05	6.52	23.18	0.159	C5orf63	NA	NA	NA	NA	NA	NA	NA
A6NC42	4.31	0.86	0	DPPA5 ESG1	NA	NA	NA	NA	NA	1	1
A6NC51	14.59	0	0.068	TMEM150B TMEM224	NA	NA	NA	NA	NA	NA	NA
A6NC57	29.98	24.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC62	4.5	49.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC78	72.62	70.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC86	8.82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC97	8.01	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC98	65.44	57.72	11.4	CCDC88B BRLZ	NA	NA	NA	NA	NA	NA	NA
A6NCC3	71.51	68.82	0.134	GOLGA8O	NA	NA	NA	NA	NA	NA	NA
A6NCE7	2.4	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCF5	2.81	1.68	0.332	KLHL33	NA	NA	NA	NA	NA	NA	NA
A6NCF6	39	30.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCI4	18.91	11.65	0.008	VWA3A	NA	NA	NA	NA	NA	NA	NA
A6NCI5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCI8	85.03	60.41	0.184	C2orf78	NA	NA	NA	NA	NA	NA	NA
A6NCJ1	7.65	10.52	0.427	C19orf71	NA	NA	NA	NA	NA	NA	NA
A6NCK2	1.12	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCL1	43.41	32.03	0.359	GMNC GEMC1	NA	NA	NA	NA	NA	NA	NA
A6NCL2	16.98	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCL7	46.96	60.12	0.571	ANKRD33B	NA	NA	NA	NA	NA	NA	NA
A6NCM1	14.54	21.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCN2	2.74	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCN8	10.81	30.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCQ9	30.45	15.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCS4	75.08	63.45	0.784	NKX2-6 NKX2F	NA	NA	NA	NA	NA	NA	NA
A6NCS6	31.86	21.35	0.451	C2orf72	NA	NA	NA	NA	NA	1	1
A6NCV1	1.28	0	0.609	OR6C74	NA	NA	NA	NA	NA	NA	NA
A6NCW0	39.24	28.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCW3	7.69	52.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NCW7	39.24	28.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6ND01	13.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6ND36	60.99	55.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6ND48	1.28	0	0.003	OR14I1 OR5BU1 OR5BU1P	NA	NA	NA	NA	NA	NA	NA
A6ND91	1.06	13.78	7.59	ASPDH	NA	NA	NA	NA	NA	NA	NA
A6NDA9	11.27	6.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDB9	92.57	85.58	1.23	PALM3	NA	NA	NA	NA	NA	NA	NA
A6NDD5	52.52	48.31	0.579	SYNDIG1L TMEM90A	NA	NA	NA	NA	NA	NA	NA
A6NDE4	82.66	82.66	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDE8	46.15	95.72	0.536	GAGE12H	NA	NA	NA	NA	NA	NA	NA
A6NDG6	3.11	2.18	39.1	PGP	NA	NA	NA	NA	NA	NA	NA
A6NDH6	1.91	0	0.021	OR5H15	NA	NA	NA	NA	NA	NA	NA
A6NDI0	2.21	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDK9	80.66	74.17	0.289	GOLGA6C	NA	NA	NA	NA	NA	NA	NA
A6NDL7	12.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDL8	1.28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDN3	77.63	70.27	0.15	GOLGA6B GOLGA	NA	NA	NA	NA	NA	NA	NA
A6NDN8	19.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDP7	8.79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDR6	60.94	57.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDS4	34.97	35.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDU8	8.16	0.34	5.05	C5orf51	NA	NA	NA	NA	NA	NA	NA
A6NDV4	11.65	8.05	0.109	TMEM8B C9orf127 NGX6	NA	NA	NA	NA	NA	NA	NA
A6NDX4	13.7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDX5	14.1	12.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDY0	34.17	64.74	0.902	PABPN1L EPABP2 PABPNL1	NA	NA	NA	NA	NA	NA	NA
A6NDY2	88.14	92.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NDZ8	27.88	70.19	0.004	MBD3L4	NA	NA	NA	NA	NA	NA	NA
A6NE01	84.98	43.76	0.038	FAM186A	NA	NA	NA	NA	NA	NA	NA
A6NE02	9.2	6.48	0.06	BTBD17	NA	NA	NA	NA	NA	1	1
A6NE21	89.87	92.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NE52	30.02	13.37	0.165	WDR97 KIAA1875	NA	NA	NA	NA	NA	NA	NA
A6NE82	24.51	72.11	0.004	MBD3L3	NA	NA	NA	NA	NA	NA	NA
A6NEC2	10.04	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NED2	0.79	17.81	1.77	RCCD1	NA	NA	NA	NA	NA	NA	NA
A6NEE1	14.22	37.15	0.389	PLEKHD1	NA	NA	NA	NA	NA	NA	NA
A6NEF3	77.52	48.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEH6	35.61	50.68	0.747	TMEM247	NA	NA	NA	NA	NA	NA	NA
A6NEH8	17.94	71.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEK1	9.64	6.43	0.012	ARRDC5	NA	NA	NA	NA	NA	NA	NA
A6NEL2	72.88	60.52	0.209	SOWAHB ANKRD56	NA	NA	NA	NA	NA	NA	NA
A6NEL3	3.63	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEM1	59.25	58.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEN9	34.42	26.77	0.118	CXorf65	NA	NA	NA	NA	NA	NA	NA
A6NEQ0	82.45	80.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEQ2	60.56	57.04	1.25	FAM181B	NA	NA	NA	NA	NA	NA	NA
A6NER0	34.79	35.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NER3	45.29	98.29	2.23	GAGE12J	NA	NA	NA	NA	NA	NA	NA
A6NES4	10.93	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NET4	4.67	0	0	OR5K3	NA	NA	NA	NA	NA	NA	NA
A6NEV1	34.21	56.39	0.015	PRR23A	NA	NA	NA	NA	NA	NA	NA
A6NEW6	89.65	93.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEY3	38.66	35.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NEY8	1.77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NF01	100	71.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NF34	32.01	11.72	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NF36	7.18	10.45	0.218	CCDC182	NA	NA	NA	NA	NA	NA	NA
A6NF83	78.35	71.13	0.331	NUPR2 NUPR1L	NA	NA	NA	NA	NA	NA	NA
A6NF89	1.27	0	0.004	OR6C6	NA	NA	NA	NA	NA	NA	NA
A6NFA0	50	47.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFA1	31.52	34.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFC5	15.69	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFC9	9.37	20.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFD8	54.95	27.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFE2	20.69	23.9	0.677	SMCO2 C12orf70	NA	NA	NA	NA	NA	NA	NA
A6NFE3	3.14	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFF2	26.16	5.6	0	"NAP1L6P NAP1L6"	NA	NA	NA	NA	NA	NA	NA
A6NFH5	4.28	5	0.138	FABP12	NA	NA	NA	NA	NA	NA	NA
A6NFI3	32.66	52.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFK2	23.38	43.54	0.101	GRXCR2	NA	NA	NA	NA	NA	NA	NA
A6NFN3	45.83	44.23	NA	NA	NA	NA	NA	NA	NA	1	1
A6NFN9	9.43	8.49	0.182	ANKUB1 C3orf16	NA	NA	NA	NA	NA	NA	NA
A6NFQ2	0.97	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFQ7	54.45	41.88	0.211	DPRX	NA	NA	NA	NA	NA	NA	NA
A6NFR6	76.2	48.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFT4	2.92	10.38	0.04	CFAP73 CCDC42B	NA	NA	NA	NA	NA	NA	NA
A6NFU0	4.84	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFU8	6.12	2.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NFX1	10.71	7.34	0.252	MFSD2B	NA	NA	NA	NA	NA	NA	NA
A6NFY4	14.14	0	0.356	NEMP2 TMEM194B	NA	NA	NA	NA	NA	NA	NA
A6NFY7	33.04	70.43	0.678	SDHAF1 LYRM8	644096	0	NA	NA	NA	NA	NA
A6NFZ4	1.9	0	0	FAM24A	NA	NA	NA	NA	NA	NA	NA
A6NG13	10.16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGA9	12.82	8.79	0	TMEM202	NA	NA	NA	NA	NA	NA	NA
A6NGB0	15.85	44.95	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGB7	36.42	32.3	0.183	TMEM221	NA	NA	NA	NA	NA	NA	NA
A6NGB9	86.74	99.37	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGC4	24.24	11.74	1.11	TLCD2	NA	NA	NA	NA	NA	NA	NA
A6NGD5	61.89	52.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGE4	30.83	33.16	0.234	DCAF8L1 WDR42B	NA	NA	NA	NA	NA	NA	NA
A6NGE7	0	8.09	0.048	URAD PRHOXNB	NA	NA	NA	NA	NA	NA	NA
A6NGG3	3.89	19.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGG8	86.41	76.55	0.02	PCARE C2orf71	388939	0	NA	NA	NA	NA	NA
A6NGH7	22.15	32.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGH8	3.11	0.95	0.322	ANKRD61	NA	NA	NA	NA	NA	NA	NA
A6NGJ6	4.89	2.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGK3	39.65	100	0.235	GAGE10	NA	NA	NA	NA	NA	NA	NA
A6NGN4	0.62	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGN9	14.58	3.57	0.167	IGLON5	NA	NA	NA	NA	NA	NA	NA
A6NGQ2	26.84	28.18	0	OOEP C6orf156 KHDC2 OEP19	NA	NA	NA	NA	NA	NA	NA
A6NGR9	15.71	17.1	0.08	MROH6 C8orf73	NA	NA	NA	NA	NA	NA	NA
A6NGS2	18.46	61.53	0.077	ERICH4 C19orf69	NA	NA	NA	NA	NA	NA	NA
A6NGU5	8.27	4.04	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGU7	14.51	77.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGW2	15.01	6.71	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NGY1	70.56	64.89	0	FRG2C	NA	NA	NA	NA	NA	NA	NA
A6NGY3	18.86	45.28	0.712	C5orf52	NA	NA	NA	NA	NA	NA	NA
A6NGY5	4.7	0	0.002	OR51F1 OR51F1P	NA	NA	NA	NA	NA	NA	NA
A6NGZ8	2.02	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NH00	2.56	0	0.351	OR2T8 OR2T8P	NA	NA	NA	NA	NA	NA	NA
A6NH11	25.08	15.12	0.038	GLTPD2	NA	NA	NA	NA	NA	NA	NA
A6NH13	27.7	85.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NH21	16.98	2.7	0.01	SERINC4	NA	NA	NA	NA	NA	NA	NA
A6NH52	21.59	0	0.055	TVP23A FAM18A	NA	NA	NA	NA	NA	1	1
A6NH57	1.11	0	0.305	ARL5C ARL12	NA	NA	NA	NA	NA	NA	NA
A6NHA9	1.94	0	0	OR4C46	NA	NA	NA	NA	NA	NA	NA
A6NHC0	8.81	3.41	0.082	CAPN8 NCL2	NA	NA	NA	NA	NA	NA	NA
A6NHG4	0	2.98	84.2	DDTL	NA	NA	NA	NA	NA	NA	NA
A6NHG9	2.58	0	0.119	OR5H14	NA	NA	NA	NA	NA	NA	NA
A6NHJ4	6.48	15.82	0.058	ZNF860	NA	NA	NA	NA	NA	NA	NA
A6NHL2	2.91	1.56	24.8	TUBAL3	NA	NA	NA	NA	NA	NA	NA
A6NHM9	5.21	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHN0	67.08	61	0.556	OTOL1	NA	NA	NA	NA	NA	NA	NA
A6NHN6	38.37	59.81	0.054	NPIPB15 NPIPL2	NA	NA	NA	NA	NA	NA	NA
A6NHP3	38.05	27.36	0.05	SPDYE2B	NA	NA	NA	NA	NA	NA	NA
A6NHQ2	29.64	32.93	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHQ4	66.22	80.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHR8	28.96	18.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHR9	20.39	8.17	20.5	SMCHD1 KIAA0650	NA	NA	NA	NA	NA	1	1
A6NHS1	43.61	72.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHS7	51.17	22.35	0.002	MANSC4	NA	NA	NA	NA	NA	NA	NA
A6NHT5	82.35	52.1	1.11	HMX3 NKX-5.1 NKX5-1	NA	NA	NA	NA	NA	NA	NA
A6NHX0	10.03	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHY2	5.11	6.62	0	ANKDD1B	NA	NA	NA	NA	NA	NA	NA
A6NHY6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHZ5	1.16	0.97	0.024	LRRC14B	NA	NA	NA	NA	NA	NA	NA
A6NI03	5.12	2.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI15	63.21	55.44	1.12	MSGN1	NA	NA	NA	NA	NA	NA	NA
A6NI28	32.95	26.54	0.044	ARHGAP42 GRAF3 TMEM133	NA	NA	NA	NA	NA	NA	NA
A6NI47	32.48	34.05	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI56	25.66	16.46	0.518	CCDC154 C16orf29	NA	NA	NA	NA	NA	NA	NA
A6NI61	9.04	0	0.004	MYMK TMEM226 TMEM8C	NA	NA	NA	NA	NA	NA	NA
A6NI72	35.54	37.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI73	15.71	19.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI79	15.87	42.56	0.947	CCDC69	NA	NA	NA	NA	NA	NA	NA
A6NI86	65.51	52.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NI87	37.19	26.03	0.134	CBY3	NA	NA	NA	NA	NA	NA	NA
A6NIE6	13.23	6.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIE9	20.44	9.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIH7	27.49	22.31	51	UNC119B	NA	NA	NA	NA	NA	NA	NA
A6NIJ5	94.61	91.37	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIJ9	1.6	0	0	OR6C70	NA	NA	NA	NA	NA	NA	NA
A6NIK2	4.1	24.65	0.028	LRRC10B	NA	NA	NA	NA	NA	NA	NA
A6NIL9	0.91	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIM6	12.95	0	0.075	SLC15A5	NA	NA	NA	NA	NA	NA	NA
A6NIN4	30.92	34.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIR3	32.94	34.98	0.158	AGAP5 CTGLF2	NA	NA	NA	NA	NA	NA	NA
A6NIU2	9.45	22.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIV6	8.03	8.92	0.076	LRRIQ4 LRRC64	NA	NA	NA	NA	NA	NA	NA
A6NIX2	49.3	46.97	NA	NA	NA	NA	NA	NA	NA	1	NA
A6NIY4	33.58	28.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NIZ1	8.15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJ08	28.84	76.92	0.004	MBD3L5	NA	NA	NA	NA	NA	NA	NA
A6NJ46	66.03	40.75	0.006	NKX6-3	NA	NA	NA	NA	NA	NA	NA
A6NJ64	41.3	63.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJ69	1.88	0	1.01	IGIP C5orf53	NA	NA	NA	NA	NA	NA	NA
A6NJ78	10.81	14	4.86	METTL15 METT5D1	NA	NA	NA	NA	NA	NA	NA
A6NJ88	57.46	31.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJB7	45.5	68.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJG2	50.47	36.5	0.042	SOWAHD ANKRD58	NA	NA	NA	NA	NA	NA	NA
A6NJG6	76.5	31.11	0.117	ARGFX	NA	NA	NA	NA	NA	NA	NA
A6NJI1	25.21	67.82	0.355	C11orf86	NA	NA	NA	NA	NA	NA	NA
A6NJI9	11.84	5.57	0.103	LRRC72	NA	NA	NA	NA	NA	NA	NA
A6NJJ6	27.93	27.37	0.042	C19orf67	NA	NA	NA	NA	NA	NA	NA
A6NJL1	62.62	51.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJQ4	89	92.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJR5	34.13	12.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJT0	85.87	69.86	0.02	UNCX UNCX4.1	NA	NA	NA	NA	NA	NA	NA
A6NJU9	89.36	73.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJV1	3.98	8.95	0.303	FAM166C C2orf70	NA	NA	NA	NA	NA	NA	NA
A6NJW4	12	2.18	0.076	LRRC3C	NA	NA	NA	NA	NA	NA	NA
A6NJW9	16.58	3.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJY1	4.6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJY4	10.12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NJZ3	1.92	0	0.138	OR6C65	NA	NA	NA	NA	NA	NA	NA
A6NJZ7	71.93	39.35	0.011	RIMBP3C	NA	NA	NA	NA	NA	NA	NA
A6NK02	4.05	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NK06	4.57	1.87	0.495	ACOD1 IRG1	NA	NA	NA	NA	NA	NA	NA
A6NK44	14.37	3.12	0.093	GLOD5	NA	NA	NA	NA	NA	NA	NA
A6NK53	22.08	16.56	0.141	ZNF233	NA	NA	NA	NA	NA	NA	NA
A6NK58	1.73	0.43	0.414	LIPT2	NA	NA	NA	NA	NA	NA	NA
A6NK59	4.59	2.21	0.017	ASB14	NA	NA	NA	NA	NA	NA	NA
A6NK75	2.97	1.22	0.05	ZNF98 ZNF739	NA	NA	NA	NA	NA	NA	NA
A6NK89	49.3	57.59	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NK97	7.38	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NKB5	50.35	38.93	0.203	PCNX2 KIAA0435 PCNXL2	NA	NA	NA	NA	NA	NA	NA
A6NKC0	90.08	93.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NKC9	63.19	61.19	0.002	SH2D7	NA	NA	NA	NA	NA	NA	NA
A6NKD2	37.98	28.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
