symbol	abundance	protein_size
4092	SIP2	7.55	415
4093	NAB2	207	525
4094	FRE4	1.47	719
4095	SGE1	3.86	543
4096	VAM6	6.02	1049
4097	YHR210C	1.71	341
4098	BCY1	136	416
4099	HOS2	43.5	452
4100	PPM1	9.46	328
4101	MIC60	98.8	540
4102	PUG1	4.63	303
4103	COX26	0.34	66
4104	ACO1	1363	778
4105	ULI1	6.63	169
4106	RAM2	6.84	316
4107	YER121W	1.34	114
4108	PTM1	7.32	523
4109	YDR491C	1.24	163
4110	UTP8	249	713
4111	DCC1	13.7	380
4112	AIM29	38.6	155
4113	FYV6	8.75	173
4114	YDR157W	1.44	133
4115	YML039W	16.9	1755
4116	MRS1	41.5	363
4117	NUP145	104	1317
4118	MDM36	5.27	579
4119	PUS7	114	676
4120	ERG28	36.1	148
4121	MAK32	1.53	363
4122	YLR280C	1.57	116
4123	YIL060W	1.6	144
4124	DIC1	39.3	298
4125	DMA2	14.3	522
4126	POR2	7.15	281
4127	YCR064C	1.61	136
4128	EAF6	6.1	113
4129	ENV9	10.4	330
4130	ASP3-4	18.1	362
4131	PEX8	7.95	589
4132	MRPS12	12.2	153
4133	YPR109W	1.61	294
4134	SMX3	56.3	86
4135	EUG1	8.03	517
4136	YER088C-A	0.219	107
4137	YKR070W	33.9	352
4138	HSL1	6.15	1518
4139	GIT1	1.59	518
4140	YGR025W	1.27	100
4141	FYV5	1.76	152
4142	CDA1	1.66	301
4143	PHO13	146	312
4144	BMT2	6.69	337
4145	YGL182C	1.87	107
4146	STR2	42.1	639
4147	RET1	50.8	1149
4148	DXO1	9.31	442
4149	IGO1	40.7	168
4150	GRX1	121	110
4151	YMR050C	4.63	1755
4152	MOT3	42.3	490
4153	MSW1	12	379
4154	FPK1	20.4	893
4155	TIR2	0.168	251
4156	IOC4	43.5	475
4157	UGA1	66.3	471
4158	YGR064W	1.14	122
4159	DBR1	9.84	405
4160	AMF1	1.57	515
4161	YOR062C	20.6	268
4162	SYO1	31.2	620
4163	YER172C-A	0.058	126
4164	MCD4	14.6	919
4165	YAR010C	18	440
4166	YOR343C	1.68	108
4167	PAU5	1.51	122
4168	SCY1	24.1	804
4169	LRO1	3.06	661
4170	VPS51	11.5	164
4171	CSF1	2.35	2958
4172	YFL064C	1.66	174
4173	SDS22	71.2	338
4174	PEX11	40.6	236
4175	GRE2	173	342
4176	IMD3	610	523
4177	HOT13	7.59	116
4178	YDL057W	1.63	328
4179	MSL5	43.1	476
4180	FKS1	165	1876
4181	BSC3	1.25	102
4182	YCR050C	1.29	102
4183	CAT2	111	670
4184	SUA5	17.7	426
4185	MRPL40	23.8	297
4186	YBR238C	17.8	731
4187	SGF73	36.2	657
4188	HMO1	246	246
4189	SSL1	31.9	461
4190	PTH2	23	208
4191	PEX22	3.97	180
4192	GRS2	24.7	618
4193	GSY1	82.1	708
4194	YLR157C-A	19.1	440
4195	GIS3	9.39	502
4196	UBR2	2.94	1872
4197	SRB4	46.9	687
4198	ATP7	168	174
4199	RPL32	1410	130
4200	ASA1	3.23	443
4201	YAL047W-A	0.052	109
4202	SMF1	1.59	575
4203	ASI3	3.83	676
4204	ELO1	69.8	310
4205	GPI1	7.48	609
4206	YBR134W	1.54	133
4207	YAR068W	1.4	161
4208	RAD9	5.44	1309
4209	UME6	8	836
4210	YLR041W	1.42	106
4211	KIC1	15.3	1080
4212	PIN2	21.3	282
4213	KES1	589	434
4214	RDL2	82.6	149
4215	MRP51	30.6	344
4216	STE23	41.1	1027
4217	MTG1	12	367
4218	ZUO1	1284	433
4219	TAD2	7.8	250
4220	PAU10	0.318	120
4221	YKL111C	0.007	111
4222	PRE7	13	241
4223	YOR314W	0.553	109
4224	ARF1	599	181
4225	YIL024C	12	189
4226	GGA1	25.3	557
4227	MSY1	17.2	492
4228	GDH1	2014	454
4229	CUE3	51.7	624
4230	RPS8A	1144	200
4231	MRP1	103	321
4232	HAT2	14.6	401
4233	BRX1	174	291
4234	PDR11	1.23	1411
4235	RPS25B	1595	108
4236	CYT2	2.45	224
4237	AIR1	14.3	360
4238	RRN5	2.25	363
4239	SAC3	6.8	1301
4240	RPL28	2673	149
4241	CWC22	31.3	577
4242	ERG7	75.8	731
4243	GFD1	259	188
4244	APA1	799	321
4245	GSH2	65.1	491
4246	TYW3	31.8	273
4247	POC4	26.2	148
4248	STE14	28.4	239
4249	URA3	310	267
4250	RNA14	63.9	677
4251	TAX4	4.38	604
4252	MRL1	9.5	381
4253	PDX1	38.3	410
4254	GAT4	1.25	121
4255	EMG1	231	252
4256	TPI1	3446	248
4257	ECM23	5.14	187
4258	NMD2	43	1089
4259	YKR032W	1.15	104
4260	SCM4	54.3	187
4261	YBR139W	148	508
4262	YGR266W	44.8	701
4263	CAB4	43.6	305
4264	CUE1	11.7	203
4265	CIR1	248	261
4266	NFS1	73	497
4267	YHR063W-A	1.26	111
4268	ADH7	20.9	361
4269	MAL31	1.29	614
4270	YTM1	140	460
4271	SDD2	95	145
4272	MDV1	39.9	714
4273	YFH1	24.4	174
4274	YDR514C	3.73	483
4275	YER187W	5.97	141
4276	PRS5	85.5	496
4277	YNL228W	1.56	258
4278	MPC1	63.3	130
4279	YJL213W	1.48	331
4280	YGL199C	5.04	156
4281	ULP2	6.09	1034
4282	DSE1	21.3	573
4283	TSA1	4440	196
4284	AAR2	51.5	355
4285	YFR054C	3.41	192
4286	YGL204C	1.44	101
4287	LIP5	42.7	414
4288	RPS4A	1465	261
4289	YRF1-6	1.53	1859
4290	VRP1	17.5	817
4291	VID27	67.3	782
4292	YLL058W	15.2	575
4293	CBC2	74.6	208
4294	YOL106W	1.88	117
4295	YLR157W-E	0.024	54
4296	YFL067W	1.46	175
4297	FAL1	29.4	399
4298	SML1	303	104
4299	GPI12	2.91	304
4300	RPS17B	1321	136
4301	EST2	1.44	884
4302	HIS5	111	385
4303	SSU1	1.39	458
4304	SMC3	39	1230
4305	AGA1	7.1	725
4306	SER2	224	309
4307	TRM7	38.7	310
4308	LDB18	0.666	179
4309	YNL134C	251	376
4310	FSH3	8.82	266
4311	YIL032C	1.31	118
4312	MNL2	2.58	849
4313	LEU5	1.3	357
4314	SNX4	21.7	423
4315	CUS1	17.5	436
4316	DIG2	11.9	323
4317	CPA1	260	411
4318	PMR1	254	950
4319	YRO2	79.5	344
4320	ALG13	22.3	202
4321	SER3	520	469
4322	YJR029W	4.94	1755
4323	YOR012W	1.42	137
4324	SAM4	537	325
4325	SUI1	709	108
4326	VMS1	48.2	632
4327	TIP20	61.3	701
4328	YOR082C	1.66	113
4329	GAA1	16	614
4330	ATG23	6.23	453
4331	YPL225W	470	146
4332	CDA2	1.41	312
4333	SRB5	9.63	307
4334	EMC4	73.3	190
4335	YPL108W	2.11	168
4336	SUL2	1.68	893
4337	MET18	56.8	1032
4338	NMA1	59.5	401
4339	FUM1	180	488
4340	IKI3	141	1349
4341	YNR048W	44.9	393
4342	NIT1	1.47	199
4343	DDI2	1.5	225
4344	RTR1	53.9	226
4345	RPS24A	596	135
4346	TSC3	26.5	80
4347	IRC7	19.2	340
4348	MGA1	1.47	456
4349	PHO85	67.3	305
4350	IML3	3.04	245
4351	GPI18	0.166	433
4352	GYP1	4.78	637
4353	YOR020W-A	7.52	90
4354	TOH1	59.1	396
4355	NUM1	97	2748
4356	MEK1	1.5	497
4357	SOL2	29.7	315
4358	PBR1	119	407
4359	YCL049C	5.98	312
4360	YIA6	1.21	373
4361	PKR1	125	122
4362	RTC4	7.64	401
4363	SLD5	4.39	294
4364	AUS1	12.2	1394
4365	YBR200W-A	0.274	54
4366	UNG1	37.1	359
4367	NOP9	65.4	666
4368	AVL9	73.8	764
4369	APT1	225	187
4370	MSB1	31.3	1137
4371	INO1	108	533
4372	BSC6	5.1	497
4373	MRPL36	22.8	177
4374	YCL001W-A	1.44	153
4375	LPD1	713	499
4376	MPO1	8.17	174
4377	ATG11	3.48	1178
4378	YKL096C-B	0.063	49
4379	GRX6	20.7	231
4380	YMR254C	1.58	102
4381	HEM4	16.5	275
4382	PRC1	401	532
4383	YBL039W-B	0.078	59
4384	INP2	18.8	705
4385	SFG1	1.94	346
4386	MCR1	174	302
4387	RPL13A	1244	199
4388	YLR154C-G	0.211	49
4389	SRP14	95.8	146
4390	COX17	88.9	69
4391	YHL048C-A	0.085	44
4392	ZDS2	6.34	942
4393	UTH1	574	365
4394	IST1	52.9	298
4395	YIL025C	1.69	124
4396	RAD6	51.4	172
4397	RPL26A	712	127
4398	CWC25	11.5	179
4399	PRE2	88.3	287
4400	UGX2	1.47	223
4401	YKR012C	1.41	125
4402	KAE1	69.6	386
4403	ELO2	193	347
4404	NRG1	5.86	231
4405	URA10	69.8	227
4406	VPS69	1.59	106
4407	RCK2	266	610
4408	PRI1	257	409
4409	MRPL22	28.5	309
4410	COX11	1.94	300
4411	TPK2	26.6	380
4412	FAS1	1923	2051
4413	CDC43	32.7	376
4414	RPL42A	746	106
4415	YLR157W-D	0.341	70
4416	DPP1	32.6	289
4417	YML007C-A	17.9	36
4418	DFG16	1.67	619
4419	DPB2	27.1	689
4420	NDL1	17.4	189
4421	RNR2	1220	399
4422	TAF8	35.4	510
4423	MYO4	56.7	1471
4424	MGA2	7.71	1113
4425	YJL022W	0.009	102
4426	RPS7B	1140	190
4427	TPO4	197	659
4428	HEK2	194	381
4429	GPI13	19	1017
4430	CUP1-1	228	61
4431	LDS1	1.23	325
4432	CTR1	56.1	406
4433	ATX1	15.9	73
4434	YIR035C	28.6	254
4435	YVH1	119	364
4436	YGL036W	8.67	909
4437	RPL22B	712	122
4438	RIT1	7.92	513
4439	GPH1	87.3	902
4440	VFA1	30.2	203
4441	MIH1	2.04	554
4442	PTP1	23.9	335
4443	AGP3	1.51	558
4444	YLR283W	0.531	314
4445	NHA1	22.1	985
4446	RRN10	1.81	145
4447	YOR376W	1.3	122
4448	RBG1	175	369
4449	HEM13	183	328
4450	REC114	0.224	428
4451	LEU9	431	604
4452	SWC7	31	132
4453	AEP3	13.8	606
4454	MRPL17	152	281
4455	YDR042C	1.69	200
4456	PML1	12.4	204
4457	YBR241C	9.96	488
4458	UBI4	238	381
4459	FYV1	2.78	161
4460	DBF20	33.6	564
4461	AMD2	1.67	549
4462	PIS1	77	220
4463	GAL1	3.32	528
4464	VPS72	8.17	795
4465	VAM7	31.4	316
4466	TAF7	12.7	590
4467	SFP1	10.9	683
4468	YJL218W	1.84	196
4469	MSH1	15.1	959
4470	TEA1	10.2	759
4471	YIR020C-B	0.02	244
4472	YJL150W	1.15	100
4473	SLK19	39.9	821
4474	PMS1	5.42	873
4475	YNR042W	1.76	142
4476	BUD16	4.32	312
4477	ADH4	10.2	382
4478	ADH5	47.4	351
4479	DBP9	74.9	594
4480	PAM1	60.6	830
4481	TFB4	104	338
4482	YAL069W	1.12	104
4483	ROT1	57.9	256
4484	CYM1	86.6	989
4485	INA1	282	675
4486	UBX7	26.9	436
4487	CDC9	21.6	755
4488	TRS33	7.19	268
4489	COG3	44.9	801
4490	MNT2	9.28	558
4491	PUN1	54.2	263
4492	YBL028C	86.8	106
4493	COQ5	69.7	307
4494	YCL046W	0.02	107
4495	RIX7	68.8	837
4496	SGO1	3.91	590
4497	FMP40	18.6	688
4498	YGR130C	248	816
4499	YNR005C	9.01	134
4500	MMR1	13.8	491
4501	PRR1	20.9	518
4502	UBP2	50.1	1272
4503	ULP1	8.25	621
4504	PTH4	1.68	202
4505	UTP18	171	594
4506	KEL2	3.75	882
4507	YMR290W-A	1.46	115
4508	PET111	5.16	800
4509	YGR226C	1.38	69
4510	AGX1	21.8	385
4511	COS1	28.5	381
4512	GRX7	41.7	203
4513	TOR2	11.8	2474
4514	ATG9	0.783	997
4515	FRT2	9.65	528
4516	HAL9	4.58	1030
4517	CKS1	107	150
4518	AEP1	5.71	518
4519	IES5	32.1	125
4520	INP51	3.07	946
4521	VPS74	68.8	345
4522	YBR063C	1.6	404
4523	YLR154W-E	2.17	67
4524	HUL4	1.46	892
4525	YMR155W	1.42	547
4526	YLR466C-A	0.006	160
4527	NDC80	15.2	691
4528	SSS1	70.7	80
4529	PPH21	75.2	369
4530	YPR196W	1.43	470
4531	MTC7	2.73	139
4532	YPT53	8.65	220
4533	YOL046C	13.5	224
4534	O0448	1.62	103
4535	FAU1	9.87	211
4536	PPQ1	3.98	549
4537	YIL134C-A	2.16	67
4538	SGA1	1.35	549
4539	GCY1	50.9	312
4540	NCW2	11.5	254
4541	DFR1	35.6	211
4542	RPL2A	647	254
4543	DST1	205	309
4544	DOG1	11.8	246
4545	ECM10	249	644
4546	MSH2	45.6	964
4547	HEF3	886	1044
4548	GSH1	68.1	678
4549	TKL2	11.5	681
4550	SIT4	67.8	311
4551	FRE2	1.37	711
4552	RPC25	8.71	212
4553	GLN1	3794	370
4554	ZRG8	4.31	1076
4555	PFA4	1.22	378
4556	UBC7	54	165
4557	REI1	54.8	393
4558	PDS1	1.39	373
4559	BNS1	1.46	137
4560	ATR1	36.1	542
4561	TMA46	76.8	345
4562	NAM7	98	971
4563	SNT2	1.95	1403
4564	GYP6	30.2	458
4565	HMX1	2.24	317
4566	ORC5	8.82	479
4567	VBA3	4.21	458
4568	ALD6	5978	500
4569	SLD7	19.8	257
4570	VCX1	82.4	411
4571	YML101C-A	0.197	105
4572	RPL24B	2704	155
4573	TRS120	11.6	1289
4574	RUB1	16.7	77
4575	ALG5	116	334
4576	RPD3	56.6	433
4577	YLR326W	13.2	240
4578	YOR333C	1.56	138
4579	YMR035W	0.601	177
4580	YML133W-A	0.508	191
4581	DTD1	54.6	150
4582	RRN11	5.17	507
4583	SRN2	2.66	213
4584	RPL9A	2332	191
4585	JJJ2	1.96	583
4586	TAF14	76.1	244
4587	YLL065W	1.35	116
4588	YAL059C-A	0.177	140
4589	MKK1	8.96	508
4590	BUD23	37.1	275
4591	CUR1	1.41	252
4592	IRC23	39.5	157
4593	YML108W	27.5	105
4594	THI20	4.44	551
4595	PEP3	32.5	918
4596	FDH1	2.59	376
4597	YNL058C	5.48	316
4598	MET2	22	486
4599	SRO7	12.8	1033
4600	FYV12	1.49	129
4601	VTC5	7.99	869
4602	HSL7	11.8	827
4603	RRP8	46.9	392
4604	YMR085W	1.53	432
4605	GIP2	3.61	548
4606	IMP3	61.4	183
4607	RPS22A	736	130
4608	YOR283W	159	230
4609	DIA2	4.81	732
4610	RPS29A	829	56
4611	RPL25	1412	142
4612	OSW2	1.61	724
4613	STP1	10.7	519
4614	OPI9	0.33	285
4615	YMR046C	5.14	440
4616	HXT9	1.33	567
4617	POP5	43.6	173
4618	UGO1	17.5	502
4619	BCS1	22.9	456
4620	SFH5	156	294
4621	YPR027C	1.33	277
4622	DUF1	56.2	1116
4623	POB3	227	552
4624	YGR121W-A	0.101	71
4625	PEF1	14.3	335
4626	AHC2	12.2	128
4627	DIA1	6.91	336
4628	SAM37	14.8	327
4629	ERV25	675	211
4630	WSC2	14.7	503
4631	TAF5	143	798
4632	RPL12A	1350	165
4633	GTF1	9.01	183
4634	PUF4	60.7	888
4635	YEH1	62.7	573
4636	GMH1	1.49	273
4637	OCA5	100	679
4638	SET3	13.5	751
4639	YER189W	1.37	122
4640	MCX1	144	520
4641	IMG2	37.1	146
4642	RKM2	10.4	479
4643	MCH4	7.01	501
4644	YDL185C-A	1.69	75
4645	PEX29	39.7	554
4646	AIR2	17.5	344
4647	CRS5	1.47	69
4648	POF1	8.19	258
4649	ASN2	1363	572
4650	IPL1	3.26	367
4651	TTI2	12.3	421
4652	YHR138C	17.9	114
4653	YML122C	1.72	126
4654	SDD1	1.46	233
4655	TAD1	1.76	400
4656	PRY3	38.6	881
4657	YOR008C-A	1.36	74
4658	YVC1	29.2	675
4659	SDH3	13.9	198
4660	RPS0B	1648	252
4661	SRP40	170	406
4662	UCC1	2.04	369
4663	NAT3	13.2	195
4664	NUC1	31.4	329
4665	AKR1	56.6	764
4666	MST28	1.3	234
4667	TRM112	137	135
4668	FMP42	3.4	504
4669	ACK1	5.58	623
4670	PBP1	94.3	722
4671	CTF13	0.072	478
4672	DNM1	130	757
4673	YGR273C	0.208	174
4674	RRI1	2.31	440
4675	GLK1	614	500
4676	GEP5	2.25	293
4677	GPC1	2.89	432
4678	TIM13	29.4	105
4679	WHI2	33.1	486
4680	DGR1	0.199	48
4681	YDR365W-A	19.1	440
4682	YNL277W-A	0.006	62
4683	YJR146W	8.32	117
4684	TMA22	243	198
4685	APJ1	5.85	528
4686	CEG1	19.5	459
4687	TRS31	63.8	283
4688	YER119C-A	1.43	123
4689	YBR197C	19.2	217
4690	TFC8	16.4	588
4691	CDC42	20.8	191
4692	EFG1	87	233
4693	SSA3	282	649
4694	RPL23B	1158	137
4695	YPT7	95.4	208
4696	MRPL7	15.7	292
4697	YLR255C	1.47	117
4698	SEC59	0.289	519
4699	YKR045C	4.51	183
4700	DPB4	49.8	196
4701	YDR406W-A	0.108	81
4702	ISA1	28.6	250
4703	OSH7	38.1	437
4704	GUK1	708	187
4705	HAP4	1.69	554
4706	AIM19	3.29	157
4707	RCE1	0.404	315
4708	COX16	6.93	118
4709	SWP1	163	286
4710	RHO3	103	231
4711	SFL1	16.1	766
4712	YNR001W-A	1.29	72
4713	RPC17	40.7	161
4714	GIM5	86.1	163
4715	YAR009C	23.9	1196
4716	RPN10	153	268
4717	ADP1	29	1049
4718	HHY1	0.115	102
4719	UFD2	63.1	961
4720	MTR10	59.2	972
4721	NVJ2	50.3	770
4722	UBP1	148	809
4723	RPL4A	1218	362
4724	YLR416C	1.68	132
4725	GUP2	1.68	609
4726	YMR175W-A	0.056	64
4727	MLH1	4.96	769
4728	RNH203	6.2	110
4729	YDR222W	12.3	415
4730	YOR389W	1.35	624
4731	LDB7	2.18	180
4732	NPC2	59.1	173
4733	TAF12	49	539
4734	SPC110	22.2	944
4735	SIS2	63.9	562
4736	CLP1	25.3	445
4737	IPI3	44.8	555
4738	NTE1	26.1	1679
4739	IDI1	356	288
4740	MNT4	1.46	580
4741	TCP1	137	559
4742	HSP82	4197	709
4743	YMR111C	3.53	462
4744	SOL3	114	249
4745	PHO87	10.7	923
4746	REV7	1.55	245
4747	YLR236C	2.51	107
4748	PTC5	59.7	572
4749	ARG80	0.469	177
4750	YET2	1.66	160
4751	GNA1	72.8	159
4752	NFI1	23.7	726
4753	YPR074W-A	1.23	56
4754	RPB11	98.6	120
4755	APN2	4.62	520
4756	VPS30	24.6	557
4757	GGA2	136	585
4758	RTF1	111	558
4759	MET8	1.65	274
4760	CIT2	64.6	460
4761	DOA1	131	715
4762	COR1	392	457
4763	HSP10	452	106
4764	KSP1	25.2	1029
4765	YKL225W	1.31	115
4766	SKI7	7.51	747
4767	ATG18	19	500
4768	CPD1	16.8	239
4769	YLR410W-A	3.07	438
4770	CAB1	56.3	367
4771	OCH1	81.3	480
4772	ERJ5	16.6	295
4773	RSB1	1.77	354
4774	PEP4	115	405
4775	SPP382	5.99	708
4776	NSE4	2.07	402
4777	YNL217W	8.72	326
4778	SOR1	1.57	357
4779	SAY1	2.12	424
4780	BET2	13.5	325
4781	IRE1	3.73	1115
4782	MDH1	430	334
4783	NIC96	196	839
4784	YNL198C	2.07	100
4785	THI2	1.53	450
4786	SMP1	3.02	452
4787	YBR196C-A	0.178	49
4788	YOR345C	1.36	116
4789	ORC3	0.886	616
4790	SUP45	636	437
4791	YNL284C-A	6.38	440
4792	CDC55	85.5	526
4793	SEC21	771	935
4794	ATP18	91	59
4795	ATP11	48.6	318
4796	ADE1	295	306
4797	YGL194C-A	0.125	80
4798	ALG3	22.5	458
4799	YIL152W	1.46	235
4800	EDE1	182	1381
4801	MCT1	13.5	360
4802	ICS2	4.9	255
4803	ROY1	23.7	553
4804	SGF11	19	99
4805	HXT2	177	541
4806	YEL045C	1.49	141
4807	PMT2	88.9	759
4808	TRM12	13	462
4809	PRS1	237	427
4810	REV1	518	985
4811	YGL218W	1.52	216
4812	YCR051W	58.3	222
4813	SPO77	1.62	477
4814	HSP32	2.92	237
4815	RPS6A	1782	236
4816	YGR190C	1.66	121
4817	AVT4	2.13	713
4818	RRB1	154	511
4819	INH1	35	85
4820	PRP38	27.9	242
4821	YDL016C	0.153	100
4822	PCT1	51.2	424
4823	GPM1	7342	247
4824	NGL2	43.3	515
4825	YBL086C	10.6	466
4826	ISU1	240	165
4827	BRO1	116	844
4828	HSP104	711	908
4829	RIB3	229	208
4830	MRP4	169	394
4831	GUS1	960	708
4832	PLB1	7.83	664
4833	SWD3	4.02	315
4834	YOL057W	53.2	711
4835	JSN1	19.9	1091
4836	DEG1	59.4	442
4837	FLX1	1.53	311
4838	YDL129W	5.21	291
4839	YHR217C	1.4	153
4840	SNZ1	73.4	297
4841	APC2	5.3	853
4842	YAR064W	11.4	99
4843	YLR179C	180	201
4844	PGM1	147	570
4845	PAD1	19.3	242
4846	YDR545C-A	0.006	159
4847	MTR3	71.1	250
4848	PRE6	222	254
4849	LIP2	13.1	328
4850	RPL24A	3414	155
4851	YDR124W	34.3	324
4852	THS1	842	734
4853	YCL068C	1.35	260
4854	RPS5	1752	225
4855	SSY5	0.431	699
4856	MEO1	1	68
4857	YML090W	1.52	128
4858	SPT23	4.07	1082
4859	MED1	42.9	566
4860	SYH1	89.8	849
4861	STE7	15	515
4862	OTU2	23.7	307
4863	YML045W	310	1755
4864	CHO1	0.583	276
4865	HMF1	115	129
4866	APM2	21.4	605
4867	MIM1	0.018	113
4868	YNL046W	6.99	172
4869	YMR310C	18.9	317
4870	KGD1	272	1014
4871	ARA2	126	335
4872	ABZ1	27.8	787
4873	IME2	1.92	645
4874	YRM1	2.75	786
4875	YTA12	121	825
4876	UTP13	115	817
4877	NGL1	33	363
4878	YDR210W	102	75
4879	MRX6	5.27	524
4880	MET7	108	548
4881	SIN3	55.4	1536
4882	DCN1	1.76	269
4883	YKL136W	1.44	132
4884	FZF1	17	299
4885	RME1	3.63	300
4886	ITR1	121	584
4887	ATG5	5.82	294
4888	YFR012W-A	1.22	28
4889	MAC1	102	417
4890	NSE1	0.147	336
4891	PPS1	2.42	807
4892	RPA34	134	233
4893	RCF2	113	224
4894	KIN2	17.7	1147
4895	PHO12	404	467
4896	MND2	1.59	368
4897	YHR214W-A	1.38	161
4898	TRM732	79.4	1420
4899	GAS1	666	559
4900	WTM2	66.3	467
4901	HSP60	704	572
4902	AIM10	7.26	576
4903	TRM9	20.7	279
4904	YKL075C	10.3	450
4905	NOP13	129	403
4906	CCT3	200	534
4907	YML084W	2.46	102
4908	MET3	63.8	511
4909	BSC4	0.117	131
4910	ORM1	37.1	222
4911	N1795	25.4	130
4912	RRP1	95.8	278
4913	SOP4	122	234
4914	URE2	70.9	354
4915	ARG81	3.99	880
4916	SPR1	1.33	445
4917	YIP1	0.773	248
4918	YER188W	1.64	239
4919	CAD1	6.11	409
4920	PTP3	7.9	928
4921	TIF1	1163	395
4922	SED5	19.8	340
4923	SRT1	4.85	343
4924	SAS5	13.9	248
4925	ZRT3	0.815	503
4926	VMA5	307	392
4927	MRPL11	74.9	249
4928	APS1	44.4	156
4929	UTP4	101	776
4930	PCP1	2.14	346
4931	FCP1	58.6	732
4932	SSN3	7.63	555
4933	SPC24	39.9	213
4934	YRF1-8	1.5	1796
4935	YML089C	1.6	122
4936	BUB2	2.08	306
4937	SGV1	24.7	657
4938	TAH18	19.1	623
4939	CKB2	171	258
4940	J0231	1.19	119
4941	ASR1	1.76	288
4942	CCW14	1044	238
4943	DAN4	5.76	1161
4944	IES3	38.4	250
4945	FKH2	8.61	862
4946	PUS4	149	403
4947	GTT3	34.3	337
4948	COX20	22.1	205
4949	YET1	169	206
4950	COS5	7.48	383
4951	DLD2	162	530
4952	NOP53	130	455
4953	MRC1	8.08	1096
4954	TIM50	100	476
4955	DNF1	21	1571
4956	SUV3	15.5	737
4957	ACH1	118	526
4958	SUP35	896	685
4959	TBF1	65	562
4960	ZAP1	5.63	880
4961	SNL1	66.7	159
4962	ALF1	7.77	254
4963	POP1	11.7	875
4964	RAD5	12.8	1169
4965	SPH1	5.07	530
4966	YOR387C	1.44	206
4967	MRX4	3.07	430
4968	YDR365W-B	5.44	1755
4969	GIS1	29.4	894
4970	TBS1	6.06	1094
4971	RRP3	50.1	501
4972	YAR030C	1.1	113
4973	YDR316W-B	311	1755
4974	YMR316C-B	1.35	102
4975	CTT1	34.4	562
4976	CTR2	9.51	189
4977	HUL5	24.8	910
4978	CRF1	1.3	467
4979	AIM3	3.97	947
4980	FKS3	1.44	1785
4981	CDC15	7.11	974
4982	SLM2	21.3	656
4983	AZF1	5.96	914
4984	ASG1	18.8	964
4985	DUO1	37.1	247
4986	FLO1	17.8	1537
4987	YMR230W-A	0.071	62
4988	HDA1	28.7	706
4989	YGL217C	1.13	113
4990	VNX1	5.46	908
4991	MEP1	11.3	492
4992	NAN1	99.1	896
4993	GSP2	633	220
4994	YAR070C	1.4	99
4995	SMK1	6.89	388
4996	UBP13	6.36	747
4997	YIL089W	1.54	205
4998	TSR4	57.1	408
4999	ERF2	1.38	359
5000	PYK2	48.4	506
5001	SMA2	1.25	369
5002	SPP1	14.9	353
5003	CYT1	329	309
5004	AGP2	22.4	596
5005	YHL034W-A	0.329	153
5006	APQ12	16.3	138
5007	AVO1	8.22	1176
5008	MTC6	1.86	526
5009	ACS1	99.7	713
5010	RCH1	1.82	434
5011	YLR464W	2.89	216
5012	TDA5	16.2	326
5013	TIF34	367	347
5014	SKI8	35.3	397
5015	SEC2	135	759
5016	IML2	62.1	731
5017	VPS45	62.7	577
5018	STU1	54.7	1513
5019	YOX1	8.45	385
5020	MEP2	8.58	499
5021	GOR1	51.8	350
5022	FAA1	407	700
5023	LOH1	1.35	219
5024	MCD1	21.5	566
5025	YPT52	212	234
5026	RIM1	110	135
5027	CNS1	74.4	385
5028	SDH1	118	640
5029	RPN1	2280	993
5030	STB2	2.1	850
5031	CRC1	9.32	327
5032	YKR104W	15.5	306
5033	SOK1	4.11	901
5034	SDH8	25.3	138
5035	CDC4	1.93	779
5036	EXG2	20	562
5037	SNX41	22.5	625
5038	RPP1	73.1	293
5039	DCW1	44.7	449
5040	ORC2	13.8	620
5041	HMS1	1.48	434
5042	YLL032C	25.7	825
5043	CSE1	467	960
5044	RLP7	85.6	322
5045	UBP10	32.9	792
5046	POL31	9.02	487
5047	COG4	22.8	861
5048	LAT1	274	482
5049	FSF1	169	327
5050	PUP2	516	260
5051	YOL029C	1.57	201
5052	LAS21	14.9	830
5053	HOM6	890	359
5054	YJL068C	45.3	299
5055	SSP2	22.9	371
5056	QCR6	107	147
5057	FLO9	0.1	1322
5058	YGR022C	1.46	109
5059	ADH1	7531	348
5060	MIL1	10.2	1073
5061	ISC1	14.9	477
5062	MHO1	7.99	338
5063	COM2	0.089	443
5064	GCD2	114	651
5065	MTH1	11.9	433
5066	RSE1	81	1361
5067	ADE16	278	591
5068	TFG1	32.9	735
5069	KAR5	1.33	504
5070	TUB3	164	445
5071	OPT1	29.2	799
5072	YOR008W-B	1.25	33
5073	HTB2	3666	131
5074	MAE1	198	669
5075	PRS3	128	320
5076	BPH1	4.08	2167
5077	ELF1	70.4	145
5078	YIP3	143	176
5079	YDL011C	0.695	107
5080	RAD27	171	382
5081	MRK1	19	501
5082	PAN5	63.8	379
5083	AIM7	54.6	149
5084	PAU1	1.49	120
5085	SIR3	16.4	978
5086	YMR031W-A	1.41	108
5087	ATG3	32	310
5088	RFS1	150	210
5089	SNO1	3.63	224
5090	PXA2	2.5	853
5091	UFD4	77.9	1483
5092	MIP6	1.42	659
5093	TUB2	117	457
5094	YFL012W-A	0.065	124
5095	SSH4	4.63	579
5096	RPN14	23.5	417
5097	SED4	3.56	1065
5098	LPP1	7.87	274
5099	SNU71	12.5	620
5100	DGR2	4.87	852
5101	AAD6	1.53	212
