mouse	human
O70274	Q12974
O70279	Q96DF8
O70281	O60507
O70283	Q93097
O70291	P32298
O70293	P43250
O70299	Q13394
O70300	O60542
O70302	O60543
O70303	Q9UHD4
O70305	Q99700
O70306	Q96SF7
O70309	P18084
O70310	P30419
O70311	O60551
O70318	O43491
O70324	P36021
O70325	P36969
O70326	O60565
O70333	Q9P021
O70337	Q13323
O70338	O60930
O70340	P47972
O70342	Q15761
O70343	Q9UBK2
O70348	O77932
O70354	O75493
O70355	Q9UIR0
O70361	P56645
O70362	P80108
O70370	P25774
O70372	O14746
O70373	Q702N8
O70374	O43439
O70378	O43402
O70394	Q6UWB1
O70400	O00151
O70401	O43657
O70404	Q9BV40
O70405	O75385
O70421	Q9UP38
O70422	Q92759
O70423	Q16853
O70433	Q14192
O70435	P25788
O70439	O15400
O70443	P19086
O70445	Q99728
O70451	O60669
O70456	P31947
O70458	Q99650
O70460	Q99731
O70468	Q14896
O70469	O60496
O70472	Q92545
O70475	O60701
O70477	P55347
O70479	Q13829
O70480	O75379
O70481	Q8IWV7
O70491	Q9BX79
O70492	O60493
O70493	Q9UMY4
O70494	Q02447
O70496	P51798
O70497	O00602
O70503	Q53GQ0
O70507	Q9Y3Q4
O70514	Q14512
O70546	O15550
O70548	O15273
O70551	Q96SB4
O70552	Q9NY30
O70570	P01833
O70571	Q16654
O70572	O60906
O70576	Q9UJ98
O70577	O15244
O70578	Q06432
O70579	O43808
O70582	O75342
O70583	O15344
O70584	O15522
O70585	O60941
O70589	O14936
O70591	Q9UHV9
O70622	O75298
O70624	Q99972
O70628	O76083
O88174	P15529
O88186	P14770
O88188	O95711
O88196	P53804
O88199	Q7LGC8
O88200	Q9Y240
O88207	P20908
O88271	Q9UEE9
O88273	Q9H772
O88282	Q8N143
O88286	O95785
O88291	Q5BKZ1
O88307	Q92673
O88310	Q8WWA0
O88312	O95994
O88319	P30989
O88322	Q14112
O88324	Q01151
O88327	Q9UBT7
O88329	Q9UBC5
O88335	P48048
O88338	O75309
O88342	O75083
O88343	Q9Y6R1
O88346	P13805
O88351	O14920
O88379	Q9NRL2
O88384	Q9UEU0
O88393	Q03167
O88396	Q8TAA5
O88398	O75366
O88410	P49682
O88413	O75386
O88416	Q49SQ1
O88425	O75414
O88427	O95180
O88428	O95340
O88430	O00626
O88441	O75431
O88444	Q08828
O88445	Q9UQB9
O88447	Q07866
O88448	Q9H0B6
O88452	O76061
O88454	Q9NYG8
O88455	Q9UBM7
O88456	P04632
O88466	Q9H2Y7
O88470	P58012
O88472	Q02223
O88477	Q9NZI8
O88485	O14576
O88491	Q96L73
O88492	Q96Q06
O88495	Q13585
O88502	O60658
O88507	P26992
O88508	Q9Y6K1
O88509	Q9UBC3
O88512	O75843
O88513	O75496
O88516	Q9NYJ7
O88520	Q9UQ13
O88522	Q9Y6K9
O88531	P50897
O88532	Q96KR1
O88533	P20711
O88536	P25090
O88543	Q9UNS2
O88544	Q9BT78
O88545	Q7L5N1
O88551	O95832
O88552	P57739
O88554	Q9UGN5
O88559	O00255
O88561	Q5K4L6
O88566	Q9Y2T1
O88569	P22626
O88572	O75581
O88573	P51825
O88574	O75446
O88576	Q96N87
O88587	P21964
O88593	O75594
O88597	Q14457
O88602	Q9Y698
O88609	O60663
O88621	O75593
O88622	Q86W56
O88623	O75604
O88627	O43868
O88630	O95249
O88632	Q13275
O88634	Q96RI0
O88643	Q13153
O88653	Q9UHA4
O88662	P54851
O88665	Q9NPI1
O88667	P55042
O88668	O75629
O88673	P23743
O88676	O75900
O88685	P17980
O88689	Q9UN74
O88693	Q16739
O88696	Q16740
O88697	O75716
O88700	P54132
O88703	Q9UL51
O88704	O60741
O88705	Q9P1Z3
O88708	O43929
O88712	Q13363
O88713	Q96E93
O88721	P30518
O88728	A6NNB3
O88735	Q14244
O88736	P56937
O88737	Q9UPA5
O88738	Q9NR09
O88741	Q8TB36
O88745	O75711
O88746	O60784
O88783	P12259
O88786	Q14627
O88792	Q9Y624
O88796	P78346
O88799	Q9Y493
O88803	O14960
O88809	O43602
O88811	O75886
O88816	Q16613
O88819	Q9Y231
O88822	O75845
O88824	O76095
O88829	Q9UNP4
O88833	Q02928
O88834	Q96IW2
O88838	Q99619
O88839	Q13444
O88842	Q5JSP0
O88843	P78560
O88844	O75874
O88845	O43572
O88848	Q9H0F7
O88851	O75884
O88852	Q9H0U9
O88853	O60755
O88854	O43603
O88855	Q15722
O88856	O60704
O88866	P57058
O88870	O76090
O88874	O75909
O88875	O95971
O88876	O75911
O88878	O76080
O88879	O14727
O88888	O96018
O88890	O60880
O88892	O75920
O88895	O15379
O88898	Q9H3D4
O88904	Q86Z02
O88907	O75925
O88908	O75908
O88909	Q8TCC7
O88910	Q13368
O88932	Q99712
O88935	P17600
O88939	O95365
O88940	O60682
O88942	O95644
O88947	P00742
O88951	Q9HAP6
O88952	Q9NUP9
O88958	P46926
O88962	Q9UNU6
O88967	Q96TA2
O88968	P20062
O88974	Q15047
O88978	Q86X45
O88983	Q9UNK0
O88986	O75600
O88987	O75969
O88992	O75973
O88995	Q9UBC1
O88998	Q99784
O89001	O75976
O89013	O15243
O89016	O14678
O89017	Q99538
O89019	Q9Y283
O89020	P43652
O89023	O14773
O89026	Q9Y6N7
O89029	O95460
O89032	Q5TCZ1
O89033	Q99741
O89050	Q9UL63
O89051	Q9Y287
O89053	P31146
O89079	O14579
O89084	P27815
O89086	P98179
O89090	P08047
O89091	Q13118
O89093	P78556
O89094	P31944
O89098	O76096
O89100	O75791
O89101	O76093
O89103	Q9NPY3
O89104	Q5VXT5
O89106	P49789
O89109	O15554
O89110	Q14790
O89112	O43813
O89113	Q5VY09
O89114	O75953
O89116	Q96AJ9
P00158	P00156
P00184	P04798
P00186	P05177
P00329	P00326
P00342	P07864
P00375	P00374
P00397	P00395
P00405	P00403
P00416	P00414
P00493	P00492
P00520	P00519
P00536	P00540
P00683	P07998
P00687	P04746
P00688	P19961
P00755	P07288
P00756	P07288
P00757	P07288
P00860	P11926
P00920	P00918
P01027	P01024
P01029	P0C0L4
P01029	P0C0L5
P01101	P01100
P01108	P01106
P01132	P01133
P01139	P01138
P01193	P01189
P01216	P01215
P01326	P01308
P01572	P05014
P01573	P05014
P01575	P01574
P01580	P01579
P01582	P01583
P01587	P04141
P01590	P01589
P01592	P01591
P01731	P01732
P01831	P04216
P01887	P61769
P01898	P04439
P01942	P69905
P02104	P69892
P02340	P04637
P02463	P02462
P02468	P11047
P02469	P07942
P02525	P05813
P02716	Q07001
P02772	P02771
P02816	P12273
P02830	P31268
P02831	O43365
P03888	P03886
P03893	P03891
P03899	P03897
P03903	P03901
P03911	P03905
P03921	P03915
P03925	P03923
P03940	P08686
P03953	P00746
P03958	P00813
P03966	P04198
P03995	P14136
P04071	P07288
P04104	P04264
P04117	P15090
P04184	P04183
P04186	P00751
P04202	P01137
P04235	P04234
P04247	P02144
P04342	P07320
P04344	P07316
P04345	P11844
P04351	P60568
P04370	P02686
P04401	P05113
P04426	P04628
P04441	P04233
P04444	P02100
P04627	P10398
P04756	P02708
P04760	P07510
P04919	P02730
P04925	"F7VJQ1,P04156"
P05017	P05019
P05063	P09972
P05064	P04075
P05125	P01160
P05132	P17612
P05201	P17174
P05202	P00505
P05208	P08217
P05213	P68363
P05366	P0DJI8
P05367	P0DJI8
P05480	P12931
P05524	P11487
P05532	P10721
P05555	P11215
P05622	P09619
P05627	P05412
P05784	P05783
P05977	P05976
P06151	P00338
P06240	P06239
P06281	P00797
P06332	P01730
P06339	P13747
P06467	P02008
P06537	P04150
P06683	P02748
P06684	P01031
P06728	P06727
P06745	P06744
P06796	P07498
P06797	O60911
P06798	Q00056
P06799	P05014
P06800	P08575
P06801	P48163
P06802	P22413
P06803	P11309
P06804	P01375
P06837	P17677
P06869	P00749
P06876	P10242
P06879	P01236
P06880	Q14406
P06909	P08603
P07091	P26447
P07141	P09603
P07146	P07478
P07147	P17643
P07214	P09486
P07309	P02766
P07310	P06732
P07321	P01588
P07349	P05014
P07350	P05014
P07356	P07355
P07607	P04818
P07628	P07288
P07724	P02768
P07742	P23921
P07743	Q96DR5
P07744	P19013
P07750	P05112
P07758	P01009
P07759	P01011
P07901	P07900
P07903	P07992
P07934	Q16816
P08003	P13667
P08030	P07741
P08032	P02549
P08042	Q6P2D0
P08043	Q6ZN57
P08046	P18146
P08071	P02788
P08101	P31994
P08103	P08631
P08113	P14625
P08121	P02461
P08122	P08572
P08152	P11161
P08207	P60903
P08226	P02649
P08228	P00441
P08249	P40926
P08414	Q16566
P08505	P05231
P08508	P12318
P08551	P07196
P08556	P01111
P08680	P22557
P08730	P13646
P08752	P04899
P08775	P24928
P08883	P20718
P08884	P20718
P08905	P61626
P08920	P06729
P08923	P29376
P09021	P20719
P09022	P49639
P09023	P17509
P09024	P09629
P09025	P31273
P09026	P14651
P09027	P31249
P09036	P00995
P09041	P07205
P09055	P05556
P09056	P15018
P09065	Q05925
P09066	P19622
P09079	P09067
P09084	P15863
P09092	P31267
P09103	P07237
P09174	P18545
P09225	P01374
P09235	P05014
P09240	P06307
P09242	P05186
P09405	P19338
P09411	P00558
P09450	P17275
P09470	P12821
P09528	P02794
P09535	P01344
P09541	P12829
P09542	P08590
P09581	P07333
P09631	P31269
P09632	P17481
P09633	P31274
P09671	P04179
P09690	P11230
P09793	P16410
P09803	P12830
P09813	P02652
P09838	P04053
P09920	P09919
P09925	Q15526
P09926	Q15527
P0C027	Q96G61
P0C028	Q96G61
P0C090	Q9HBD1
P0C0A3	Q96FZ7
P0C0P8	P0C0P6
P0C0S6	P0C0S5
P0C191	Q9HCN6
P0C192	Q9NT99
P0C1P0	Q3MUY2
P0C1Q2	Q9HCR9
P0C1T1	P14652
P0C1V4	Q7Z6W1
P0C242	P22674
P0C5E4	Q9UMZ3
P0C5I1	O00155
P0C5J4	Q9Y2T5
P0C5K0	P0C264
P0C5K1	P0C263
P0C605	Q13976
P0C673	Q5DX21
P0C6A1	Q6PXP3
P0C6B2	Q6ISU1
P0C6B7	O95976
P0C6F1	Q9P225
P0C7A0	Q5JSQ8
P0C7A3	Q96T53
P0C7L0	A6NGB9
P0C7M9	P0C7M8
P0C7N9	Q5JS54
P0C7Q1	Q494R4
P0C7T6	P0C7T5
P0C871	P0C869
P0C872	P0C870
P0C8B4	Q9BXV9
P0C8K7	B2RUZ4
P0CB42	Q13686
P0CC03	Q6IMI4
P0CG09	B7Z1M9
P0CG15	P0CG13
P0CG50	P0CG48
P0CL69	Q9H7S9
P0CW70	Q6NUT2
P0DJE0	P0DJ07
P0DJF2	Q6UWS5
P0DJF3	Q3KNT9
P0DM40	A0AVI2
P0DMN7	P17707
P0DN34	O75438
P0DP60	P0DP58
P10076	Q96MU6
P10077	Q6P3V2
P10078	Q8NHY6
P10085	P15172
P10107	P04083
P10126	P68104
P10146	P22362
P10148	Q99616
P10166	P12524
P10168	P13232
P10284	P17483
P10287	P22223
P10300	P10966
P10417	P10415
P10493	P14543
P10518	P13716
P10598	P05814
P10601	P01298
P10605	P07858
P10628	P09016
P10629	P09630
P10630	Q14240
P10637	P10636
P10639	P10599
P10648	Q7RTV2
P10649	P46439
P10711	P23193
P10749	P01584
P10751	Q86UE3
P10754	O95201
P10755	Q9HCL3
P10761	P21754
P10810	P08571
P10820	P14222
P10833	P10301
P10852	P08195
P10854	Q99877
P10855	P16619
P10889	P19876
P10922	P07305
P10923	P10451
P11031	P53999
P11032	P12544
P11033	P20718
P11087	P02452
P11103	P09874
P11152	P06858
P11157	"Q96LS8,P31350"
P11214	P00750
P11247	P05164
P11276	P02751
P11344	P14679
P11352	P07203
P11403	P08620
P11404	P05413
P11416	P10276
P11438	P11279
P11440	P06493
P11499	P08238
P11531	P11532
P11609	P15813
P11627	P32004
P11672	P80188
P11679	P05787
P11680	P27918
P11688	P08648
P11725	P00480
P11798	Q9UQM7
P11835	P05107
P11859	P01019
P11862	O43903
P11881	Q14643
P11911	P11912
P11928	P00973
P11930	A8MXV4
P11942	P09693
P11983	P17987
P11985	Q8IZS6
P12023	P05067
P12025	P21741
P12032	P01033
P12242	P25874
P12246	P02743
P12265	P08236
P12367	P13861
P12382	P17858
P12388	P05120
P12656	P01222
P12657	P11229
P12658	P05937
P12660	Q8IVA1
P12672	Q13702
P12710	P07148
P12787	P20674
P12791	P20813
P12804	Q14314
P12813	P22736
P12815	O75340
P12849	P31321
P12850	P19875
P12960	Q12860
P12961	P05408
P12968	P10997
P12970	P62424
P12979	P15173
P13020	P06396
P13297	P28360
P13346	P53539
P13366	P20718
P13372	P12018
P13373	P12018
P13379	P06127
P13405	P06400
P13412	P48788
P13439	P11172
P13504	P14778
P13516	O00767
P13541	P11055
P13542	P13535
P13562	P01148
P13595	P13591
P13597	P05362
P13634	P00915
P13705	P20585
P13707	P21695
P13745	Q7RTV2
P13808	P04920
P13864	P26358
P14069	P06703
P14094	P05026
P14097	P13236
P14106	P02746
P14115	P46776
P14131	P62249
P14142	P14672
P14148	P18124
P14152	P40925
P14206	P08865
P14211	P27797
P14231	P14415
P14234	P09769
P14246	P11168
P14404	Q03112
P14429	P04439
P14576	P61011
P14602	P04792
P14685	O43242
P14719	Q01638
P14733	P20700
P14753	P19235
P14824	P08133
P14847	P02741
P14869	P05388
P14873	P46821
P14901	P09601
P15037	P15036
P15066	P17535
P15089	P15088
P15105	P15104
P15116	P19022
P15208	P06213
P15209	Q16620
P15247	P15248
P15261	P15260
P15306	P07204
P15307	Q04864
P15314	P10914
P15327	P07738
P15331	P41219
P15375	P23409
P15379	P16070
P15388	P48547
P15392	P11509
P15392	P20853
P15392	Q16696
P15409	P08100
P15499	P23942
P15508	P11277
P15530	P40259
P15532	P15531
P15535	P15291
P15539	P15538
P15626	P09488
P15655	P09038
P15656	P12034
P15702	P16150
P15806	P15923
P15864	P16403
P15919	P15918
P15920	Q9Y487
P15945	P07288
P15946	P07288
P15947	P07288
P15948	P07288
P15949	P07288
P15975	Q70EK8
P16014	P05060
P16015	P07451
P16043	P01286
P16045	P09382
P16054	Q02156
P16056	P08581
P16092	P11362
P16110	P17931
P16125	P07195
P16254	P37108
P16277	P51451
P16283	P48751
P16294	P00740
P16297	P14784
P16301	P04180
P16305	Q16445
P16330	P09543
P16331	P00439
P16332	P22033
P16382	P24394
P16388	Q09470
P16390	P22001
P16406	Q07075
P16460	P00966
P16546	Q13813
P16563	P16562
P16627	P34931
P16646	Q01453
P16675	P10619
P16858	P04406
P16872	P16871
P16879	P07332
P16882	P10912
P16951	P15336
P17012	P17010
P17047	P13473
P17095	P17096
P17125	P10600
P17141	Q9Y6Q3
P17156	P54652
P17182	P06733
P17183	P09104
P17208	Q01851
P17225	P26599
P17257	Q9BTA0
P17426	O95782
P17427	O94973
P17433	P17947
P17439	P04062
P17515	P02778
P17532	P17752
P17553	P56703
P17563	Q13228
P17564	O75807
P17679	P15976
P17710	P19367
P17717	Q9BY64
P17742	P62937
P17751	P60174
P17809	P11166
P17892	P54317
P17897	P61626
P17918	P12004
P17919	P14653
P17950	Q9BTL4
P18052	P18433
P18111	P47902
P18155	P13995
P18181	P09326
P18242	P07339
P18293	P16066
P18337	P14151
P18406	O00622
P18572	P35613
P18581	P52569
P18608	P05114
P18653	Q15418
P18654	P51812
P18760	P23528
P18761	P23280
P18762	P07550
P18826	P46020
P18828	P18827
P18872	P09471
P18893	P22301
P18894	P14920
P18911	P13631
P19001	P08727
P19070	P20023
P19091	P10275
P19096	P49327
P19123	P63316
P19137	P25391
P19157	P09211
P19182	O00458
P19221	P00734
P19246	P12036
P19253	P40429
P19258	P39210
P19324	P50454
P19426	P18615
P19437	P11836
P19467	Q9H3R2
P19783	P13073
P19785	P03372
P19788	P08493
P19973	P33241
P20029	P11021
P20033	P04085
P20060	P07686
P20067	P41134
P20108	P30048
P20109	P35225
P20152	P08670
P20181	P20783
P20239	Q05996
P20263	Q01860
P20293	O15178
P20334	Q07011
P20352	P13726
P20357	P11137
P20443	P10523
P20444	P17252
P20489	P12319
P20490	Q01362
P20491	P30273
P20612	P11488
P20615	P17482
P20664	P49642
P20693	P06734
P20722	P22004
P20764	B9A064
P20764	P15814
P20782	Q04844
P20801	P02585
P20826	P21583
P20852	P11509
P20852	P20853
P20852	Q16696
P20863	P27539
P20917	P20916
P20918	P00747
P20934	P22794
P21107	P06753
P21126	P11441
P21129	P09131
P21180	P06681
P21183	Q01344
P21237	P23560
P21271	Q9ULV0
P21274	P12643
P21275	P12644
P21278	P29992
P21279	P50148
P21440	P21439
P21447	P08183
P21460	P01034
P21550	P13929
P21552	P09544
P21570	P03950
P21614	P02774
P21619	Q03252
P21658	P10767
P21661	P16519
P21729	P30550
P21761	P34981
P21765	O75715
P21784	P55895
P21803	P21802
P21836	P22303
P21841	P11686
P21844	P23946
P21845	P20231
P21845	Q15661
P21855	P21854
P21956	Q08431
P21958	Q03518
P21981	P21980
P21995	Q6PCB8
P22005	P01210
P22091	P17542
P22227	Q96MM3
P22272	P08887
P22315	P22830
P22339	O75293
P22361	P20823
P22366	Q99836
P22387	P05305
P22389	P20800
P22437	P23219
P22518	P49759
P22561	P19544
P22599	P01009
P22605	P10826
P22646	P07766
P22682	P22681
P22723	P18507
P22724	P56705
P22725	P41221
P22726	Q9H1J7
P22727	Q9Y6F9
P22777	P05121
P22858	P12272
P22892	O43747
P22893	P26651
P22907	P08397
P22933	O14764
P22935	P29373
P23116	Q14152
P23188	P09958
P23198	Q13185
P23204	Q07869
P23242	P17302
P23249	Q9HCE1
P23275	O95371
P23298	P24723
P23299	A0A087WTH5
P23359	P18075
P23440	P35913
P23463	P13378
P23475	P12956
P23492	P00491
P23578	P10323
P23589	P35218
P23591	Q13630
P23611	Q02556
P23683	P49640
P23708	P23511
P23738	P19113
P23772	P23771
P23780	P16278
P23798	P35227
P23804	Q00987
P23812	P35452
P23813	P31277
P23818	P42261
P23819	P42262
P23881	O75764
P23906	P14316
P23927	P02511
P23949	P47974
P23950	Q07352
P23979	P46098
P24063	P20701
P24161	P20963
P24270	P04040
P24288	P54687
P24369	P23284
P24383	O00755
P24399	Q16600
P24452	P40121
P24526	P02689
P24527	P09960
P24529	P07101
P24547	P12268
P24549	P00352
P24604	P42680
P24610	P23760
P24622	A0A140G945
P24622	P02489
P24638	P11117
P24668	P20645
P24699	P13349
P24721	P07307
P24788	Q9UQ88
P24815	P26439
P24822	P09923
P24823	P10696
P24860	P14635
P25085	P18510
P25118	P19438
P25119	P20333
P25206	P25205
P25233	Q99608
P25318	P25067
P25322	P24385
P25425	P14859
P25444	P15880
P25446	P25445
P25785	P16035
P25799	P19838
P25801	P25791
P25911	P07948
P25916	
P25918	P15391
P25962	P13945
P25976	P17480
P26011	P26010
P26039	Q9Y490
P26040	P15311
P26041	P26038
P26043	P35241
P26048	P47869
P26049	P34903
P26149	P14060
P26150	P14060
P26151	P12314
P26187	P16455
P26231	P35221
P26262	P03952
P26323	Q01543
P26339	P10645
P26361	P13569
P26369	P26368
P26443	P00367
P26450	P27986
P26516	P51665
P26618	P16234
P26638	P49591
P26687	Q15672
P26883	P62942
P26928	P26927
P26952	P26951
P26954	P32927
P26955	P32927
P27005	P05109
P27038	P27037
P27040	Q13705
P27046	Q16706
P27048	P14678
P27090	P61812
P27106	P03971
P27467	P56704
P27512	P25942
P27545	P27544
P27546	P27816
P27548	P29965
P27573	P25189
P27577	P14921
P27600	Q03113
P27601	Q14344
P27612	Q9Y263
P27641	P13010
P27656	P11150
P27659	P39023
P27661	P16104
P27664	P16499
P27671	Q13972
P27681	Q99928
P27699	Q03060
P27773	P30101
P27782	Q9UJU2
P27786	P05093
P27790	P07199
P27792	P12980
P27808	P26572
P27811	Q12918
P27814	Q12918
P27870	P15498
P27889	P35680
P27931	P27930
P28028	P15056
P28033	P17676
P28047	P56706
P28063	P28062
P28078	P28067
P28229	P36383
P28230	P08034
P28231	O75712
P28235	P35212
P28236	P48165
P28271	P21399
P28293	P08311
P28301	P28300
P28322	P43268
P28334	P28222
P28352	P27695
P28357	P28356
P28359	P28358
P28474	P11766
P28481	P02458
P28563	P28562
P28571	P48067
P28574	P61244
P28575	Q9Y573
P28649	P11511
P28650	Q8N142
P28651	P35219
P28652	Q13554
P28653	P21810
P28654	P07585
P28656	P55209
P28658	Q9UBB4
P28660	Q9Y2A7
P28662	O95415
P28663	Q9H115
P28667	P49006
P28700	P19793
P28704	P28702
P28705	P48443
P28738	O60282
P28740	O00139
P28741	Q9Y496
P28776	P14902
P28798	P28799
P28825	Q16819
P28828	P28827
P28843	P27487
P28862	P08254
P28867	Q05655
P29037	P20226
P29121	Q6UW60
P29268	P29279
P29319	P29320
P29341	P11940
P29351	P29350
P29352	Q9Y2R2
P29387	Q9HAV0
P29391	P02792
P29416	P06865
P29452	P29466
P29477	P35228
P29533	P19320
P29594	P42575
P29595	Q15843
P29621	P01011
P29699	P02765
P29752	P00709
P29754	P30556
P29758	P04181
P29788	P04004
P29812	P40126
P29974	P29973
P30051	P28347
P30115	Q16772
P30204	P21757
P30275	P12532
P30276	O95067
P30280	P30279
P30282	P30281
P30285	P11802
P30306	P30305
P30355	P20292
P30412	P45877
P30415	P30414
P30416	Q02790
P30545	P18089
P30548	P25103
P30549	P21452
P30554	P04201
P30557	P43115
P30558	P25116
P30658	Q14781
P30677	O95837
P30678	P30679
P30681	P26583
P30728	P35462
P30730	P22888
P30731	Q9NYM4
P30873	P30872
P30875	P30874
P30882	P13501
P30935	P32745
P30966	P47898
P30987	P21731
P30993	P21730
P30999	O60716
P31001	P17661
P31041	P10747
P31230	Q12904
P31240	P01127
P31245	O43364
P31257	Q9NYD6
P31266	Q06330
P31310	P31260
P31311	P31270
P31313	O43248
P31315	Q9H4S2
P31316	Q9BZM3
P31324	P31323
P31360	P20265
P31361	P20264
P31362	Q9UKI9
P31428	P16444
P31532	
P31648	P30531
P31649	Q9NSD5
P31650	P48066
P31651	P48065
P31695	Q99466
P31725	P06702
P31750	P31749
P31786	P07108
P31809	P13688
P31938	Q02750
P31955	P15514
P31996	P34810
P32020	P22307
P32037	P11169
P32043	Q00444
P32067	P05455
P32082	Q02643
P32114	Q02962
P32115	O43316
P32211	P08173
P32233	Q9Y295
P32240	P35408
P32261	P01008
P32299	P30411
P32300	P41143
P32304	P34969
P32442	P50221
P32443	P50222
P32507	Q92692
P32648	P01282
P32766	O60676
P32848	P20472
P32883	P01116
P32921	P23381
P32958	Q03395
P32972	P32971
P33033	P41968
P33146	P55291
P33173	Q12756
P33174	O95239
P33175	Q12840
P33215	Q8NHV4
P33242	Q13285
P33267	P24903
P33434	P08253
P33435	P45452
P33534	P41145
P33587	P04070
P33609	P09884
P33610	P49643
P33611	Q14181
P33680	Q02747
P33766	P21462
P33896	P17181
P34022	P43487
P34056	P05549
P34057	P35243
P34152	Q05397
P34821	Q7Z5Y6
P34884	P14174
P34902	P31785
P34914	P34913
P34927	P07306
P34960	P39900
P34968	P28335
P34971	P08588
P34984	O95047
P34984	Q96R45
P35123	Q13107
P35230	Q06141
P35235	Q06124
P35242	Q8IWL2
P35276	O95716
P35278	P51148
P35279	P20340
P35282	Q9UL25
P35283	Q6IQ22
P35285	Q9UL26
P35288	Q9ULC3
P35290	Q969Q5
P35292	Q9H0T7
P35293	Q9NP72
P35294	A4D1S5
P35295	Q9NX57
P35329	P20273
P35330	P13598
P35343	P25025
P35347	P34998
P35363	P28223
P35374	P50052
P35375	P34995
P35377	P41146
P35378	P23945
P35383	P41231
P35385	Q9UBY9
P35396	Q03181
P35412	P47775
P35413	P46089
P35419	P07202
P35428	Q14469
P35436	Q12879
P35438	Q05586
P35441	P07996
P35454	P01178
P35455	P01185
P35456	Q03405
P35459	Q14210
P35486	P08559
P35492	P42357
P35505	P16930
P35546	P07949
P35550	P22087
P35561	P63252
P35564	P27824
P35569	P35568
P35576	P35575
P35582	P55317
P35583	Q9Y261
P35584	P55318
P35585	Q9BXS5
P35601	P35251
P35639	"P0DPQ6,P35638"
P35689	P28715
P35700	Q06830
P35710	P35711
P35737	P28068
P35761	P33981
P35762	P60033
P35802	P51674
P35803	Q13491
P35821	P18031
P35822	Q15262
P35831	Q05209
P35846	P15328
P35917	P35916
P35918	P35968
P35922	Q06787
P35951	P01130
P35969	P17948
P35979	P30050
P35980	Q07020
P35991	Q06187
P36363	P21781
P36369	P07288
P36371	Q03519
P36423	P24557
P36536	Q9NR31
P36552	P36551
P36895	P36894
P36898	O00238
P36916	P36915
P36993	O75688
P37040	P16435
P37172	Q04771
P37217	Q07108
P37237	P55075
P37238	P37231
P37242	P10828
P37804	Q01995
P37889	P98095
P37913	P18858
P38060	P35914
P38532	Q00613
P38533	Q03933
P38575	O00526
P38585	Q8NG68
P38647	P38646
P38649	P16442
P39038	P55283
P39053	Q05193
P39054	P50570
P39061	P39060
P39087	Q13002
P39098	O60476
P39428	Q13077
P39429	Q12933
P39447	Q07157
P39654	P16050
P39655	P18054
P39688	P06241
P39689	P38936
P39749	P39748
P39876	P35625
P40124	Q01518
P40142	P29401
P40201	O14646
P40223	Q99062
P40224	P48061
P40226	P40225
P40237	P27701
P40240	P21926
P40336	O75436
P40338	P40337
P40630	Q00059
P40645	P35712
P40646	Q9BT81
P40694	P38935
P40749	Q9H2B2
P40764	Q07687
P40935	P11086
P40936	O95050
P41047	P48023
P41105	P46779
P41133	Q02535
P41136	Q02363
P41139	P47928
P41149	P33032
P41155	Q06643
P41158	P28324
P41160	P41159
P41163	O00321
P41164	P50549
P41183	P41182
P41209	Q12798
P41216	P33121
P41230	P41229
P41233	O95477
P41234	Q9BZC7
P41241	P41240
P41242	P42679
P41245	P14780
P41251	P49279
P41272	P26842
P41317	P11226
P41438	P41440
P41539	P20366
P41588	P41587
P41593	Q03431
P41731	P08962
P41778	P40424
P41969	P19419
P41971	P41970
P42082	P42081
P42125	P42126
P42128	P85037
P42208	Q15019
P42209	Q8WYJ6
P42225	P42224
P42227	P40763
P42228	Q14765
P42230	P42229
P42232	P51692
P42337	P42336
P42567	P42566
P42580	Q9UD57
P42581	A6NHT5
P42582	P52952
P42586	O95096
P42669	Q00577
P42682	P42681
P42703	P42702
P42859	P42858
P42866	P35372
P42867	Q9H3H5
P42925	Q9NR77
P42932	P50990
P43006	P43004
P43021	Q96S42
P43023	Q02221
P43024	P12074
P43025	P05452
P43027	P43026
P43028	Q6KF10
P43029	Q7Z4P5
P43081	P43080
P43117	P43088
P43120	Q03014
P43135	P24468
P43136	P10588
P43137	P05451
P43142	O15218
P43241	Q99626
P43247	P43246
P43252	P43119
P43267	O60248
P43277	P16402
P43300	Q06889
P43345	P31314
P43346	P27707
P43352	P43351
P43404	P43403
P43406	P06756
P43407	P34741
P43431	P29459
P43432	P29460
P43488	P23510
P43680	P35713
P43687	A2RU54
P43688	A6NCS4
P43883	Q99541
P45376	P15121
P45377	O60218
P45448	O00482
P45481	Q92793
P45591	Q9Y281
P45700	P33908
P45878	P26885
P45952	P11310
P46061	P46060
P46062	Q96FS4
P46096	P21579
P46097	Q8N9I0
P46099	Q13351
P46412	P22352
P46414	P46527
P46425	P09211
P46460	P46459
P46467	O75351
P46471	P35998
P46638	Q15907
P46656	P10109
P46660	Q16352
P46662	P35240
P46664	P30520
P46684	Q15915
P46686	O00295
P46694	P46695
P46718	Q16342
P46735	O43795
P46737	P46736
P46938	P46937
P46978	P46977
P47199	Q08257
P47212	P22466
P47226	Q9UGI8
P47239	P23759
P47242	P55771
P47708	Q9Y2J0
P47713	P47712
P47738	P05091
P47739	P30838
P47740	P51648
P47741	P43489
P47743	O00222
P47746	P21554
P47750	P16473
P47753	P52907
P47754	P47755
P47757	P47756
P47758	Q9Y5M8
P47759	Q9Y328
P47774	P32248
P47791	P00390
P47801	P54849
P47802	Q13505
P47806	P08151
P47809	P45985
P47810	P30291
